nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
MLB 13: The Show,PS3,Sports,Sony Computer Entertainment,0.6,5-Mar-13,87.0,36.0,7.7,100.0,SCEA
One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,0.58,3-Sep-13,71.0,35.0,7.4,39.0,Omega Force
Disney Infinity,PS3,Action,Disney Interactive Studios,0.57,18-Aug-13,75.0,21.0,5.6,38.0,Avalanche Software
Dynasty Warriors 8,PS3,Action,Tecmo Koei,0.5,16-Jul-13,68.0,26.0,8.6,60.0,Omega Force
Resident Evil: Revelations,PS3,Action,Capcom,0.5,21-May-13,74.0,30.0,7.2,121.0,Capcom
NBA 2K14,XOne,Sports,Take-Two Interactive,0.46,12-Nov-13,86.0,15.0,5.4,113.0,Visual Concepts
Rocksmith 2014,X360,Misc,Ubisoft,0.46,,,,,,
Rocksmith 2014,PS3,Misc,Ubisoft,0.45,,,,,,
Need for Speed Rivals,X360,Racing,Electronic Arts,0.42,19-Nov-13,76.0,12.0,5.5,69.0,Ghost Games
Dragon's Crown,PS3,Role-Playing,Nippon Ichi Software,0.4,6-Aug-13,82.0,61.0,8.4,208.0,Vanillaware
Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,0.38,15-Nov-13,82.0,21.0,7.5,96.0,TT Games
Payday 2,X360,Action,505 Games,0.38,23-Aug-13,75.0,18.0,7.2,153.0,Overkill Software
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Fighting,Namco Bandai Games,0.37,5-Mar-13,70.0,16.0,7.7,48.0,Namco Bandai Games
NHL 14,X360,Sports,Electronic Arts,0.36,10-Sep-13,81.0,30.0,5.9,61.0,Electronic Arts
Major League Baseball 2K13,X360,Sports,Take-Two Interactive,0.34,,,,,,
DMC,X360,Action,Capcom,0.33,15-Jan-13,86.0,65.0,4.9,1276.0,Ninja Theory
Lego Marvel Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.31,22-Oct-13,61.0,4.0,5.2,9.0,TT Games
NHL 14,PS3,Sports,Electronic Arts,0.3,10-Sep-13,80.0,22.0,5.8,50.0,Electronic Arts
Disney Infinity,WiiU,Action,Disney Interactive Studios,0.29,18-Aug-13,71.0,10.0,7.6,43.0,Avalanche Software
GRID 2,PS3,Racing,Codemasters,0.29,28-May-13,82.0,20.0,6.6,136.0,Codemasters
Need for Speed Rivals,XOne,Racing,Electronic Arts,0.29,22-Nov-13,75.0,17.0,6.2,88.0,Ghost Games
Metro: Last Light,PS3,Shooter,Deep Silver,0.29,14-May-13,80.0,23.0,8.4,407.0,4A Games
Sonic Lost World,3DS,Platform,Sega,0.27,29-Oct-13,59.0,34.0,6.6,81.0,Dimps Corporation
Metro: Last Light,X360,Shooter,Deep Silver,0.27,14-May-13,80.0,20.0,8.5,386.0,4A Games
Lego Marvel Super Heroes,XOne,Action,Warner Bros. Interactive Entertainment,0.27,22-Nov-13,,,7.3,41.0,TT Games
FIFA Soccer 14,Wii,Sports,Electronic Arts,0.26,,,,,,
Dragon's Crown,PSV,Role-Playing,Nippon Ichi Software,0.25,6-Aug-13,78.0,14.0,9.1,113.0,Vanillaware
Just Dance 2014,WiiU,Misc,Ubisoft,0.25,8-Oct-13,72.0,13.0,7.9,40.0,Ubisoft
Tiger Woods PGA Tour 14,X360,Sports,Electronic Arts,0.24,26-Mar-13,77.0,28.0,5.7,21.0,EA Tiburon
Toukiden,PSV,Action,Tecmo Koei,0.24,11-Feb-14,74.0,19.0,8.6,45.0,Omega Force
Just Dance 2014,PS3,Misc,Ubisoft,0.24,8-Oct-13,77.0,6.0,6.8,25.0,Ubisoft
FIFA Soccer 14,PSV,Sports,Electronic Arts,0.24,,,,,,
Tiger Woods PGA Tour 14,PS3,Sports,Electronic Arts,0.23,26-Mar-13,74.0,28.0,3.8,24.0,EA Tiburon
Skylanders SWAP Force,WiiU,Platform,Activision,0.23,13-Oct-13,89.0,7.0,5.7,65.0,Vicarious Visions
Deadpool,X360,Action,Activision,0.23,25-Jun-13,62.0,49.0,7.4,322.0,High Moon Studios
Deadpool,PS3,Action,Activision,0.22,25-Jun-13,61.0,27.0,7.1,174.0,High Moon Studios
Payday 2,PS3,Action,505 Games,0.22,13-Aug-13,74.0,12.0,7.2,106.0,Overkill Software
Lego Marvel Super Heroes,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,22-Oct-13,82.0,8.0,8.2,38.0,TT Games
Shin Dynasty Warriors Gundam,PS3,Action,Namco Bandai Games,0.21,,,,,,
GRID 2,X360,Racing,Codemasters,0.2,28-May-13,78.0,50.0,5.7,143.0,Codemasters
Remember Me,PS3,Action,Capcom,0.2,4-Jun-13,72.0,37.0,7.4,304.0,DONTNOD Entertainment
Pro Yakyuu Spirits 2013,PS3,Sports,Konami Digital Entertainment,0.2,,,,,,
Pro Yakyuu Spirits 2013,PSP,Sports,Konami Digital Entertainment,0.19,,,,,,
Sonic Lost World,WiiU,Platform,Sega,0.19,29-Oct-13,63.0,64.0,7.1,240.0,Sonic Team
Injustice: Gods Among Us,PS4,Fighting,Warner Bros. Interactive Entertainment,0.19,,,,,,
Just Dance 2014,XOne,Misc,Ubisoft,0.18,19-Nov-13,71.0,6.0,6.8,42.0,Ubisoft
Farming Simulator 2013,X360,Action,Focus Home Interactive,0.18,19-Nov-13,33.0,12.0,5.7,23.0,Giants Software
Lego Marvel Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.17,22-Oct-13,,,4.9,14.0,TT Games
Toukiden,PSP,Action,Tecmo Koei,0.17,,,,,,
Resident Evil: Revelations,X360,Action,Capcom,0.17,21-May-13,75.0,30.0,7.6,116.0,Capcom
XCOM,X360,Shooter,Take-Two Interactive,0.15,20-Aug-13,68.0,30.0,6.6,102.0,2K Marin
XCOM,PS3,Shooter,Take-Two Interactive,0.15,20-Aug-13,69.0,22.0,6.7,51.0,2K Marin
Star Trek: The Game,X360,Action,Namco Bandai Games,0.15,,,,,,
Just Dance 2014,PS4,Misc,Ubisoft,0.15,12-Nov-13,,,5.2,31.0,Ubisoft
Star Trek: The Game,PS3,Action,Namco Bandai Games,0.15,,,,,,
FIFA Soccer 14,PSP,Sports,Electronic Arts,0.14,,,,,,
FIFA Soccer 14,3DS,Sports,Electronic Arts,0.14,,,,,,
Assassin's Creed IV: Black Flag,WiiU,Action,Ubisoft,0.13,29-Oct-13,86.0,5.0,7.4,107.0,Ubisoft
Skylanders SWAP Force,3DS,Platform,Activision,0.13,13-Oct-13,68.0,12.0,6.1,12.0,n-Space
Angry Birds: Star Wars,X360,Strategy,Activision,0.13,29-Oct-13,59.0,3.0,5.4,23.0,Rovio Entertainment Ltd
Disney Infinity,3DS,Action,Disney Interactive Studios,0.13,18-Aug-13,,,0.7,15.0,Altron
Call of Duty: Ghosts,WiiU,Shooter,Activision,0.13,5-Nov-13,69.0,6.0,3,195.0,Treyarch
Angry Birds: Star Wars,Wii,Strategy,Activision,0.13,29-Oct-13,,,tbd,,Rovio Entertainment Ltd
Skylanders SWAP Force,PS4,Platform,Activision,0.12,15-Nov-13,78.0,5.0,5.7,26.0,"Vicarious Visions, Vicarious Visions"
One Piece: Pirate Warriors 2,PSV,Action,Namco Bandai Games,0.12,,,,,,
Skylanders SWAP Force,XOne,Platform,Activision,0.12,19-Nov-13,,,6.5,30.0,"Vicarious Visions, Vicarious Visions"
Dangan-Ronpa,PSV,Adventure,Nippon Ichi Software,0.12,,,,,,
Need for Speed: Most Wanted - A Criterion Game,WiiU,Racing,Electronic Arts,0.11,,,,,,
Remember Me,X360,Action,Capcom,0.11,4-Jun-13,70.0,42.0,7.5,221.0,DONTNOD Entertainment
Farming Simulator 2013,PS3,Action,Focus Home Interactive,0.11,19-Nov-13,40.0,17.0,3.7,7.0,Giants Software
Major League Baseball 2K13,PS3,Sports,Take-Two Interactive,0.11,,,,,,
Angry Birds: Star Wars,3DS,Strategy,Activision,0.11,29-Oct-13,,,2.8,4.0,Rovio Entertainment Ltd
Armored Core: Verdict Day,PS3,Action,From Software,0.1,24-Sep-13,66.0,18.0,7.4,14.0,From Software
Angry Birds: Star Wars,PS3,Strategy,Activision,0.1,29-Oct-13,49.0,6.0,3,15.0,Rovio Entertainment Ltd
Dynasty Warriors 8,X360,Action,Tecmo Koei,0.1,16-Jul-13,65.0,21.0,7.2,27.0,Omega Force
Shin Dynasty Warriors Gundam,PSV,Action,Namco Bandai Games,0.1,,,,,,
Dynasty Warriors 8: Xtreme Legends,PS3,Action,Tecmo Koei,0.09,25-Mar-14,,,,,Omega Force
Resident Evil: Revelations,WiiU,Action,Capcom,0.08,21-May-13,80.0,19.0,7.3,75.0,Capcom
Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,0.08,16-Apr-13,82.0,5.0,7.7,78.0,NetherRealm Studios
Fuse,X360,Shooter,Electronic Arts,0.08,28-May-13,62.0,46.0,5.5,119.0,Insomniac Games
MLB 13: The Show,PSV,Sports,Sony Computer Entertainment,0.08,5-Mar-13,75.0,7.0,7.3,17.0,SCEA
Fuse,PS3,Shooter,Electronic Arts,0.07,28-May-13,63.0,35.0,5,97.0,Insomniac Games
Zoo Tycoon (2013),XOne,Action,Microsoft Game Studios,0.07,,,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,Strategy,Namco Bandai Games,0.06,,,,,,
Pro Yakyuu Spirits 2013,PSV,Sports,Konami Digital Entertainment,0.06,,,,,,
Warriors Orochi 3,PSV,Action,Tecmo Koei,0.06,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action,D3Publisher,0.05,,,,,,
Angry Birds: Star Wars,PS4,Strategy,Activision,0.05,15-Nov-13,47.0,5.0,1.6,54.0,Rovio Mobile
Young Justice: Legacy,PS3,Adventure,Namco Bandai Games,0.05,19-Nov-13,,,4.8,10.0,Freedom Factory Studios
Hyperdimension Neptunia,PSV,Role-Playing,Compile Heart,0.05,,,,,,
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action,Ubisoft,0.05,20-Aug-13,75.0,5.0,7.5,104.0,Ubisoft Toronto
Winning Post 7 2013,PS3,Sports,Tecmo Koei,0.05,,,,,,
Angry Birds: Star Wars,XOne,Strategy,Activision,0.05,22-Nov-13,53.0,4.0,7.2,35.0,Rovio Mobile
Dead or Alive 5,PSV,Fighting,Tecmo Koei,0.04,,,,,,
Deus Ex: Human Revolution,WiiU,Shooter,Square Enix,0.04,,,,,,
The Amazing Spider-Man (Console Version),WiiU,Action,Activision,0.03,,,,,,
Injustice: Gods Among Us,PSV,Fighting,Warner Bros. Interactive Entertainment,0.03,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,Action,D3Publisher,0.03,,,,,,
Darkstalkers Resurrection,PS3,Fighting,Capcom,0.03,12-Mar-13,80.0,33.0,7,26.0,Iron Galaxy Studios
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,Strategy,Namco Bandai Games,0.03,,,,,,
Dynasty Warriors 8: Xtreme Legends,PSV,Action,Tecmo Koei,0.03,,,,,,
Angry Birds: Star Wars,PSV,Strategy,Activision,0.03,29-Oct-13,,,2.4,11.0,Rovio Entertainment Ltd
DuckTales: Remastered,WiiU,Action,Capcom,0.03,13-Aug-13,76.0,10.0,7.7,66.0,WayForward
Exstetra,PSV,Role-Playing,FuRyu,0.02,,,,,,
Zoo Tycoon (2013),X360,Action,Microsoft Game Studios,0.02,,,,,,
DuckTales: Remastered,X360,Action,Capcom,0.02,11-Sep-13,70.0,39.0,6.9,41.0,WayForward
The Walking Dead: A Telltale Games Series,PSV,Adventure,Telltale Games,0.02,20-Aug-13,82.0,7.0,8.7,71.0,Telltale Games
Ride to Hell,X360,Racing,Deep Silver,0.02,25-Jun-13,19.0,14.0,1.4,306.0,Deep Silver
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PS3,Role-Playing,Falcom Corporation,0.02,,,,,,
Angry Birds: Star Wars,WiiU,Strategy,Activision,0.02,29-Oct-13,,,6.8,17.0,Rovio Entertainment Ltd
Young Justice: Legacy,3DS,Adventure,Namco Bandai Games,0.02,19-Nov-13,,,5.7,7.0,Farsight Studios
The Croods: Prehistoric Party!,3DS,Misc,D3Publisher,0.02,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Action,D3Publisher,0.02,,,,,,
LEGO Batman 2: DC Super Heroes,WiiU,Action,Warner Bros. Interactive Entertainment,0.02,21-May-13,77.0,7.0,6.7,21.0,TT Games
The Croods: Prehistoric Party!,WiiU,Misc,D3Publisher,0.02,,,,,,
Winning Post 7 2013,PSV,Sports,Tecmo Koei,0.01,,,,,,
Ninja Gaiden Sigma 2,PSV,Action,Tecmo Koei,0.01,,,,,,
The Croods: Prehistoric Party!,Wii,Misc,D3Publisher,0.01,,,,,,
Ride to Hell,PS3,Racing,Deep Silver,0.01,25-Jun-13,13.0,4.0,0.9,122.0,Deep Silver
Dream C Club Zero,PS3,Simulation,D3Publisher,0.01,,,,,,
Winning Post 7 2013,PSP,Sports,Tecmo Koei,0.01,,,,,,
Darkstalkers Resurrection,X360,Fighting,Capcom,0.01,13-Mar-13,82.0,20.0,5.5,14.0,Iron Galaxy Studios
Armored Core: Verdict Day,X360,Action,From Software,0.01,24-Sep-13,65.0,8.0,6.7,7.0,From Software
Exstetra,3DS,Role-Playing,FuRyu,0.01,,,,,,
Young Justice: Legacy,X360,Adventure,Namco Bandai Games,0.01,19-Nov-13,,,6.2,10.0,Freedom Factory Studios
Turbo: Super Stunt Squad,3DS,Sports,D3Publisher,0.01,16-Jul-13,,,4,4.0,Torus Games
Turbo: Super Stunt Squad,Wii,Sports,D3Publisher,0.01,16-Jul-13,,,tbd,,Torus Games
Tomb Raider (2013),PS4,Action,Square Enix,0.14,,,,,,
Tomb Raider (2013),XOne,Action,Square Enix,0.05,,,,,,
Disgaea 4: A Promise Unforgotten,PSV,Role-Playing,Nippon Ichi Software,0.03,TBA 2014,,,,,Nippon Ichi Software
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive Entertainment,2.84,23-Sep-08,74.0,17.0,7.8,18.0,Traveller's Tales
Rock Band,X360,Misc,Electronic Arts,2.42,20-Nov-07,92.0,72.0,8.1,163.0,Harmonix Music Systems
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,2.28,3-Jun-08,78.0,22.0,6.8,20.0,Traveller's Tales
Call of Duty 3,Wii,Shooter,Activision,2.21,14-Nov-06,69.0,42.0,6.6,54.0,Exakt
Rock Band,Wii,Misc,MTV Games,2.06,22-Jun-08,80.0,21.0,6.1,35.0,Harmonix Music Systems
Rock Band,PS3,Misc,Electronic Arts,1.57,20-Nov-07,92.0,35.0,8.4,91.0,Harmonix Music Systems
LEGO Batman: The Videogame,PSP,Adventure,Warner Bros. Interactive Entertainment,1.21,23-Sep-08,73.0,5.0,tbd,,Traveller's Tales
LEGO Harry Potter: Years 5-7,Wii,Action,Warner Bros. Interactive Entertainment,1.03,11-Nov-11,76.0,8.0,7.3,9.0,Traveller's Tales
Madden NFL 07,PSP,Sports,Unknown,0.83,22-Aug-06,78.0,18.0,6.4,14.0,EA Tiburon
PES 2009: Pro Evolution Soccer,PSP,Sports,Konami Digital Entertainment,0.8,,,,,,
LEGO Harry Potter: Years 5-7,X360,Action,Warner Bros. Interactive Entertainment,0.79,11-Nov-11,77.0,35.0,7.8,33.0,Traveller's Tales
LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive Entertainment,0.7,11-Nov-11,76.0,27.0,8.1,31.0,Traveller's Tales
The Lord of the Rings: War in the North,X360,Action,Warner Bros. Interactive Entertainment,0.69,1-Nov-11,61.0,48.0,7.4,88.0,Snowblind Studios
The Lord of the Rings: War in the North,PS3,Action,Warner Bros. Interactive Entertainment,0.67,1-Nov-11,63.0,33.0,6.8,73.0,Snowblind Studios
The Golden Compass,Wii,Action,Sega,0.59,4-Dec-07,35.0,12.0,6.8,6.0,Shiny Entertainment
Sonic the Hedgehog,PS3,Platform,,0.48,30-Jan-07,43.0,17.0,3.9,86.0,Sonic Team
Wet,X360,Shooter,Bethesda Softworks,0.47,15-Sep-09,69.0,79.0,7.4,71.0,Artificial Mind and Movement
Tiger Woods PGA Tour 07,Wii,Sports,Electronic Arts,0.46,13-Mar-07,71.0,41.0,6.9,44.0,EA Redwood Shores
Silent Hill: Homecoming,X360,Action,Konami Digital Entertainment,0.41,30-Sep-08,70.0,54.0,7.1,142.0,Double Helix Games
The Golden Compass,PSP,Action,Sega,0.37,4-Dec-07,28.0,4.0,3.5,6.0,Shiny Entertainment
Silent Hill: Homecoming,PS3,Action,Konami Digital Entertainment,0.33,30-Sep-08,71.0,41.0,7.3,94.0,Double Helix Games
LEGO Harry Potter: Years 5-7,3DS,Action,Warner Bros. Interactive Entertainment,0.3,11-Nov-11,71.0,7.0,5.7,6.0,Traveller's Tales
Singularity,X360,Shooter,Unknown,0.29,29-Jun-10,76.0,70.0,7.6,143.0,Raven Software
Dangan-Ronpa,PSP,Adventure,Unknown,0.23,25-Nov-10,,,9.6,11.0,Spike
Jonah Lomu Rugby Challenge,PS3,Sports,Home Entertainment Suppliers,0.23,TBA,64.0,6.0,,,Sidhe Interactive
Singularity,PS3,Shooter,Unknown,0.21,29-Jun-10,77.0,48.0,7.8,83.0,Raven Software
LEGO Harry Potter: Years 5-7,PSP,Action,Warner Bros. Interactive Entertainment,0.19,11-Nov-11,,,tbd,,Traveller's Tales
WRC: FIA World Rally Championship,PS3,Racing,Black Bean Games,0.18,8-Oct-10,68.0,24.0,tbd,,Milestone S.r.l
Splatterhouse,PS3,Action,Namco Bandai Games,0.14,23-Nov-10,59.0,49.0,7.4,47.0,Namco Bandai Games America
Major League Baseball 2K6,PSP,Sports,Unknown,0.12,13-Apr-06,69.0,5.0,tbd,,Visual Concepts
WRC: FIA World Rally Championship,X360,Racing,Black Bean Games,0.11,20-Oct-10,66.0,24.0,tbd,,Milestone S.r.l
Samurai Shodown Anthology,PSP,Fighting,Ignition Entertainment,0.09,24-Mar-09,,,tbd,,SNK Playmore
Get Fit with Mel B,X360,Sports,Black Bean Games,0.07,Q2 2011,57.0,7.0,,,Lightning Fish Games
Happy Feet Two,Wii,Adventure,Warner Bros. Interactive Entertainment,0.06,,,,,,
Happy Feet Two,X360,Adventure,Warner Bros. Interactive Entertainment,0.05,,,,,,
Happy Feet Two,PS3,Adventure,Warner Bros. Interactive Entertainment,0.05,,,,,,
Major League Baseball 2K8,PSP,Sports,Unknown,0.03,3-Mar-08,63.0,5.0,tbd,,Kush Games
Monster Hunter Frontier Online,PS3,Role-Playing,,0.03,,,,,,
Battle vs. Chess,PS3,Misc,TopWare Interactive,0.03,TBA,,,,,TopWare Interactive
AKB1/48: Idol to Guam de Koishitara...,X360,Misc,,0.01,,,,,,
PDC World Championship Darts 2008,PSP,Sports,Oxygen Interactive,0.01,16-Jun-09,43.0,7.0,tbd,,Oxygen Interactive
