nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Cosmic Family,Wii,Misc,Ubisoft,0.07,18-Sep-07,54.0,6.0,5.7,6.0,Ubisoft Barcelona
Prototype 2,X360,Action,Activision,0.69,24-Apr-12,74.0,69.0,7.1,144.0,Radical Entertainment
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,Ubisoft,0.23,30-Mar-07,78.0,17.0,6.7,26.0,Ubisoft Shanghai
Carnival Island,PS3,Misc,Sony Computer Entertainment,0.15,15-Nov-11,66.0,25.0,5,4.0,Magic Pixel Games
Kingdom Hearts,PS3,Role-Playing,Square Enix,1.1,,,,,,
Monster Hunter Frontier Online: Season 10,X360,Role-Playing,Capcom,0.03,,,,,,
Alvin and the Chipmunks: The Squeakquel,Wii,Misc,Majesco Entertainment,0.09,1-Dec-09,,,tbd,,ImaginEngine
Agarest Senki: Re-appearance,PS3,Role-Playing,Idea Factory,0.01,,,,,,
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,Sony Computer Entertainment,0.41,16-Feb-10,74.0,51.0,7.7,17.0,Slant Six
UFC Undisputed 3,X360,Fighting,THQ,0.88,14-Feb-12,85.0,60.0,7.4,69.0,Yuke's
Virtua Fighter 5 Online,X360,Fighting,Sega,0.26,30-Oct-07,89.0,36.0,7.6,59.0,Sega AM2
Eiyuu Densetsu: Sora no Kiseki FC,PS3,Role-Playing,Falcom Corporation,0.04,,,,,,
Maximum Racing: Super Truck Racer,Wii,Racing,Unknown,0.01,,,,tbd,,
Princess Isabella: A Witch's Curse,Wii,Adventure,Destineer,0.02,3-Sep-10,,,tbd,,Gogii Games
WWE SmackDown vs. RAW 2007,X360,Fighting,THQ,0.48,14-Nov-06,81.0,50.0,7.8,38.0,Yuke's
Buzz! Quiz World,PS3,Misc,Sony Computer Entertainment,0.85,,,,,,
Bakemonogatari Portable,PSP,Action,Namco Bandai Games,0.05,,,,,,
Dynasty Warriors 8,X360,Action,Tecmo Koei,0.1,16-Jul-13,65.0,21.0,7.2,27.0,Omega Force
Shadowrun,X360,Role-Playing,Microsoft Game Studios,0.45,29-May-07,66.0,57.0,7.6,149.0,FASA Studio
DJ Hero 2,Wii,Misc,Activision,0.59,19-Oct-10,88.0,20.0,7.4,16.0,FreeStyleGames
Stoked: Big Air Edition,X360,Sports,Namco Bandai Games,0.03,23-Nov-09,72.0,21.0,8.1,14.0,Bongfish
Import Tuner Challenge (American sales),X360,Racing,Ubisoft,0.09,,,,,,
Tamagotchi no Doki Doki Dream Omisecchi,3DS,Simulation,Namco Bandai Games,0.03,,,,,,
Transformers: Dark of the Moon,PS3,Action,Activision,0.26,14-Jun-11,57.0,41.0,5.5,21.0,High Moon Studios
Skate,PS3,Sports,Electronic Arts,0.34,24-Sep-07,85.0,31.0,8.3,47.0,EA Black Box
Mario Strikers Charged,Wii,Sports,Nintendo,2.53,30-Jul-07,79.0,47.0,8.1,96.0,Next Level Games
Little Battlers eXperience: Wars,3DS,Strategy,Level 5,0.1,,,,,,
F1 2009,Wii,Racing,Codemasters,0.85,16-Nov-09,69.0,29.0,7.4,29.0,Sumo Digital
Shinobido 2: Tales of the Ninja,PSV,Action,Sony Computer Entertainment,0.08,21-Feb-12,55.0,34.0,6.1,24.0,Acquire
Fate/Extra CCC,PSP,Role-Playing,Marvelous Entertainment,0.12,,,,,,
Silent Hill: Shattered Memories,Wii,Adventure,Konami Digital Entertainment,0.45,19-Jan-10,79.0,56.0,8.3,180.0,Climax Group
Onechanbara: Bikini Zombie Slayers,Wii,Action,D3Publisher,0.11,10-Feb-09,55.0,24.0,8.5,14.0,Tamsoft
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,0.85,17-Mar-09,81.0,67.0,8,68.0,Sony Bend
Skylanders SWAP Force,3DS,Platform,Activision,0.13,13-Oct-13,68.0,12.0,6.1,12.0,n-Space
Where the Wild Things Are,PS3,Platform,Warner Bros. Interactive Entertainment,0.09,13-Oct-09,53.0,8.0,tbd,,Griptonite Games
Yakuza 4,PS3,Adventure,Sega,0.89,15-Mar-11,78.0,59.0,7.8,89.0,Sega
Persona 4: The Golden,PSV,Role-Playing,Atlus,0.61,,,,,,
NCAA Basketball 09,PS3,Sports,Electronic Arts,0.15,17-Nov-08,68.0,17.0,tbd,,EA Canada
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,0.68,26-Oct-10,71.0,10.0,7.8,26.0,"LucasArts, Red Fly Studio"
Ace Combat X: Skies of Deception,PSP,Simulation,Namco Bandai Games,0.97,23-Oct-06,75.0,26.0,8.5,27.0,Access Games
Over the Hedge: Hammy Goes Nuts!,PSP,Platform,Activision,0.05,21-Nov-06,58.0,7.0,tbd,,Amaze Entertainment
Ivy the Kiwi?,Wii,Puzzle,Rising Star Games,0.05,24-Aug-10,74.0,30.0,7.6,10.0,Prope
Food Network: Cook or Be Cooked,Wii,Misc,Namco Bandai Games,0.43,3-Nov-09,53.0,8.0,6.8,5.0,Red Fly Studio
Fading Shadows,PSP,Puzzle,Ivolgamus,0.04,3-Jul-08,62.0,13.0,tbd,,Ivolgamus
Battlestations: Midway,X360,Strategy,Eidos Interactive,0.24,30-Jan-07,73.0,55.0,7.1,39.0,Eidos Interactive
Watchmen: The End is Nigh Part 1 & 2,X360,Action,Warner Bros. Interactive Entertainment,0.09,,,,,,
Cabela's Survival: Shadows of Katmai,Wii,Sports,Activision,0.17,1-Nov-11,,,tbd,,Activision
SingStar: Made In Germany,PS3,Misc,Sony Computer Entertainment,0.06,,,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,Strategy,Namco Bandai Games,0.06,,,,,,
BlazBlue: Continuum Shift II,3DS,Fighting,PQube,0.09,31-May-11,64.0,14.0,6.4,16.0,Arc System Works
DJ Hero,Wii,Misc,Activision,0.73,27-Oct-09,87.0,22.0,7.6,19.0,FreeStyleGames
The Amazing Race,Wii,Misc,Ubisoft,0.12,2-Nov-10,,,tbd,,Ludia Inc.
Lucha Libre AAA: Heroes del Ring,X360,Fighting,Konami Digital Entertainment,0.05,12-Oct-10,49.0,11.0,5.5,11.0,Immersion Software & Graphics
Game Party 3,Wii,Puzzle,Warner Bros. Interactive Entertainment,1.58,6-Oct-09,37.0,4.0,tbd,,Farsight Studios
Dynasty Warriors 8: Xtreme Legends,PSV,Action,Tecmo Koei,0.03,,,,,,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,Sports,Konami Digital Entertainment,0.16,,,,,,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Action,Namco Bandai Games,0.1,,,,,,
DJ Hero 2,PS3,Misc,Activision,0.68,19-Oct-10,86.0,46.0,7.7,17.0,FreeStyleGames
LEGO Pirates of the Caribbean: The Video Game,X360,Action,Disney Interactive Studios,0.84,10-May-11,73.0,54.0,6.9,27.0,Traveller's Tales
FIFA Soccer 13,PSV,Action,Electronic Arts,0.32,25-Sep-12,57.0,9.0,4,83.0,Electronic Arts
CSI: Hard Evidence,Wii,Adventure,Ubisoft,0.88,,,,,,
Red Faction: Armageddon,X360,Shooter,THQ,0.34,7-Jun-11,71.0,74.0,7.3,57.0,Volition Inc.
Wii Sports,Wii,Sports,Nintendo,81.84,19-Nov-06,76.0,51.0,8.2,229.0,Nintendo
The Spiderwick Chronicles,X360,Action,Vivendi Games,0.1,5-Feb-08,59.0,40.0,tbd,,Stormfront Studios
The Idolmaster 2,X360,Simulation,Namco Bandai Games,0.05,,,,,,
FIFA Soccer 14,3DS,Sports,Electronic Arts,0.14,,,,,,
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,2.37,18-Mar-08,82.0,66.0,7.8,154.0,Ubisoft Montreal
Cabela's Big Game Hunter (2008),X360,Sports,Activision Value,0.05,7-Nov-07,51.0,5.0,tbd,,FUN Labs
Winter Stars,X360,Sports,Deep Silver,0.07,15-Nov-11,46.0,9.0,tbd,,49Games
DMC,X360,Action,Capcom,0.33,15-Jan-13,86.0,65.0,4.9,1276.0,Ninja Theory
Lego Marvel Super Heroes,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,22-Oct-13,82.0,8.0,8.2,38.0,TT Games
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,0.69,5-Mar-13,77.0,32.0,7.8,138.0,CyberConnect2
LocoRoco,PSP,Platform,Sony Computer Entertainment,0.34,5-Sep-06,83.0,67.0,8.9,73.0,SCE Japan Studio
Gravity Rush,PSV,Action,Sony Computer Entertainment,0.4,12-Jun-12,83.0,73.0,8.5,429.0,SCE Japan Studio
Ride to Hell,PS3,Racing,Deep Silver,0.01,25-Jun-13,13.0,4.0,0.9,122.0,Deep Silver
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,Sports,Rocket Company,0.07,,,,,,
Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.36,20-Mar-12,58.0,43.0,4.9,142.0,Team Ninja
Need For Speed: Undercover,PS3,Racing,Electronic Arts,1.96,17-Nov-08,59.0,40.0,5.8,60.0,EA Vancouver
Tomb Raider: Legend,X360,Action,Eidos Interactive,0.32,11-Apr-06,80.0,54.0,6.9,54.0,Crystal Dynamics
The Dog Island,Wii,Adventure,Ubisoft,0.37,6-May-08,70.0,4.0,7.7,9.0,Ubisoft
Alien Breed Trilogy,X360,Shooter,Mastertronic,0.02,,,,,,
Animal Crossing: City Folk,Wii,Simulation,Nintendo,4.52,16-Nov-08,73.0,50.0,7.8,93.0,Nintendo
Super Mario 3D World,WiiU,Platform,Nintendo,1.77,22-Nov-13,93.0,79.0,8.9,554.0,Nintendo
Supremacy MMA,PSV,Fighting,505 Games,0.03,27-Mar-12,43.0,6.0,4.5,6.0,Kung Fu Factory
Pro Evolution Soccer 2012,PS3,Sports,Konami Digital Entertainment,2.15,27-Sep-11,80.0,41.0,6.5,114.0,Konami
Iron Man 2,PSP,Action,Sega,0.37,4-May-10,49.0,8.0,tbd,,High Voltage Software
Puzzle Quest: Challenge of the Warlords,PSP,Puzzle,D3Publisher,0.01,20-Mar-07,84.0,32.0,7.8,17.0,"Vicious Cycle, Infinite Interactive"
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action,Konami Digital Entertainment,0.12,,,,,,
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Entertainment,0.67,18-Sep-12,88.0,71.0,8.8,246.0,"Tarsier Studios, Double Eleven"
The Price is Right: Decades,X360,Misc,Ubisoft,0.09,15-Nov-11,,,tbd,,Ludia Inc.
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,0.68,20-Aug-13,84.0,27.0,7.7,217.0,Ubisoft Toronto
LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,1.37,12-Sep-06,83.0,11.0,9,22.0,Traveller's Tales
Real Heroes: Firefighter,Wii,Action,Rondomedia,0.62,4-Aug-09,67.0,18.0,8.4,8.0,Epicenter Studios
Armored Core V,X360,Simulation,Namco Bandai Games,0.17,20-Mar-12,68.0,37.0,6.9,33.0,From Software
Battlefield: Bad Company,X360,Shooter,Electronic Arts,1.42,23-Jun-08,83.0,71.0,7.7,228.0,EA DICE
Bob the Builder: Festival of Fun,Wii,Action,Blast! Entertainment Ltd,0.01,,,,,,
Dead Rising 2: Off the Record,PS3,Action,Capcom,0.28,11-Oct-11,72.0,31.0,6.7,21.0,Capcom Vancouver
Playmobil Circus,Wii,Action,Mindscape,0.08,21-Dec-09,,,tbd,,Dreamcatcher
Skylanders SWAP Force,Wii,Platform,Activision,1.49,13-Oct-13,,,tbd,,Beenox
Girls RPG: Cinderellife,3DS,Role-Playing,Level 5,0.06,,,,,,
Bladestorm: The Hundred Years' War,PS3,Action,Tecmo Koei,0.26,6-Nov-07,58.0,23.0,8.1,26.0,Omega Force
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,0.31,12-Jan-10,49.0,11.0,6.1,26.0,EA Montreal
Drakengard 3,PS3,Role-Playing,Square Enix,0.16,20-May-14,,,,,Access Games
Kung Fu Panda: Legendary Warriors,Wii,Action,Activision,0.07,5-Nov-08,57.0,14.0,tbd,,Artificial Mind and Movement
Super Monkey Ball Adventure,PSP,Platform,Sega,0.07,29-Aug-06,56.0,23.0,5.8,5.0,TT Games
Nicktoons MLB,X360,Sports,Take-Two Interactive,0.09,13-Sep-11,,,tbd,,High Voltage Software
Harukanaru Toki no Naka de 4,Wii,Adventure,Tecmo Koei,0.01,,,,,,
Diablo III,PS3,Role-Playing,Activision,0.91,3-Sep-13,86.0,43.0,6.2,438.0,Blizzard Entertainment
Lollipop Chainsaw,X360,Action,Warner Bros. Interactive Entertainment,0.41,12-Jun-12,70.0,64.0,7,228.0,Grasshopper Manufacture
Are You Smarter Than a 5th Grader? Back to School,Wii,Misc,Nintendo,0.14,2-Nov-10,,,tbd,,THQ
Halo Wars,X360,Strategy,Microsoft Game Studios,2.41,3-Mar-09,82.0,92.0,7.1,348.0,Ensemble Studios
Valkyria Chronicles II,PSP,Role-Playing,Sega,0.5,30-Aug-10,83.0,54.0,8.6,44.0,Sega
Bleach: Heat the Soul 4,PSP,Fighting,Sony Computer Entertainment,0.08,,,,,,
Pro Yakyuu Spirits 2013,PSV,Sports,Konami Digital Entertainment,0.06,,,,,,
Conan,X360,Action,THQ,0.17,23-Oct-07,69.0,49.0,7.4,62.0,Nihilistic
Hollywood Squares,Wii,Misc,Ubisoft,0.09,5-Oct-10,,,tbd,,Ubisoft
Harry Potter and the Order of the Phoenix,PSP,Adventure,Electronic Arts,0.36,25-Jun-07,52.0,11.0,8.1,18.0,EA Games
Fuse,X360,Shooter,Electronic Arts,0.08,28-May-13,62.0,46.0,5.5,119.0,Insomniac Games
Ultimate Block Party,PSP,Puzzle,505 Games,0.03,13-Dec-05,76.0,12.0,tbd,,Magicpot
L.A. Noire,X360,Adventure,Take-Two Interactive,2.5,17-May-11,89.0,83.0,7.7,747.0,Team Bondi
Bomberman: Act Zero,X360,Puzzle,Konami Digital Entertainment,0.04,29-Aug-06,34.0,41.0,2.2,34.0,Hudson
Sonic Rivals,PSP,Racing,Sega,1.39,16-Nov-06,64.0,25.0,8.4,18.0,Backbone Entertainment
Pinball Hall of Fame: The Williams Collection,X360,Misc,Crave Entertainment,0.1,22-Sep-09,83.0,18.0,8.9,15.0,Farsight Studios
Virtua Tennis 4,Wii,Sports,Sega,0.12,10-May-11,65.0,15.0,tbd,,Sega
Walk it Out!,Wii,Sports,Konami Digital Entertainment,0.41,12-Jan-10,,,8.8,18.0,AI
Blaze Union: Story to Reach the Future,PSP,Role-Playing,Sting,0.03,,,,,,
Tales of the World: Radiant Mythology,PSP,Role-Playing,Ubisoft,0.41,17-Jul-07,66.0,27.0,7.7,19.0,Alfa System
NBA Live 08,Wii,Sports,Electronic Arts,0.15,1-Oct-07,52.0,11.0,7.1,21.0,EA Canada
Escape The Museum,Wii,Adventure,Majesco Entertainment,0.1,14-Apr-09,,,tbd,,Void Productions
Machi-Ing Maker 3 x Tousouchuu,PSP,Simulation,D3Publisher,0.1,,,,,,
Zoo Tycoon (2013),X360,Action,Microsoft Game Studios,0.02,,,,,,
WWE '12,PS3,Fighting,THQ,1.09,22-Nov-11,72.0,28.0,6.7,56.0,Yuke's
Ao no Exorcist: Genkoku no Labyrinth,PSP,Action,Namco Bandai Games,0.04,,,,,,
Tiger Woods PGA Tour 14,PS3,Sports,Electronic Arts,0.23,26-Mar-13,74.0,28.0,3.8,24.0,EA Tiburon
Dynasty Warriors Gundam,X360,Action,Namco Bandai Games,0.18,28-Aug-07,55.0,34.0,6.8,20.0,"Omega Force, Koei"
Mytran Wars,PSP,Strategy,Deep Silver,0.09,26-Oct-09,68.0,16.0,tbd,,Stormregion
Gaku ? Ou: The Royal Seven Stars,PSP,Role-Playing,Alchemist,0.01,,,,,,
Generation of Chaos,PSP,Role-Playing,Midas Interactive Entertainment,0.06,28-Feb-06,60.0,29.0,7.8,16.0,Idea Factory
Call of Duty 2,X360,Shooter,Activision,1.9,17-Nov-05,89.0,65.0,8.2,239.0,Infinity Ward
Golden Axe: Beast Rider,PS3,Action,Sega,0.31,14-Oct-08,44.0,30.0,5.1,18.0,Secret Level
PBR: Out of the Chute,Wii,Sports,Crave Entertainment,0.11,,,,,,
Durarara!! 3-way Standoff,PSP,Adventure,ASCII Media Works,0.05,,,,,,
The Legend of Zelda: Ocarina of Time,3DS,Action,Nintendo,3.29,,,,,,
Mushi Bugyou,3DS,Action,Namco Bandai Games,0.01,,,,,,
Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,0.87,15-Sep-09,73.0,75.0,7.1,67.0,Vicarious Visions
Cold Stone Creamery: Scoop It Up,Wii,Misc,Zoo Games,0.06,23-Nov-09,,,tbd,,Zoo Games
Madagascar: Escape 2 Africa,Wii,Action,Activision,0.53,4-Nov-08,62.0,12.0,tbd,,Toys for Bob
Beyond: Two Souls,PS3,Adventure,Sony Computer Entertainment,1.03,8-Oct-13,70.0,98.0,8.1,2061.0,Quantic Dream
Shrek: Forever After,PS3,Platform,Activision,0.16,18-May-10,57.0,11.0,tbd,,Xpec
Kimikare: New Semester,PSP,Action,Idea Factory,0.02,,,,,,
Happy Feet,Wii,Adventure,Midway Games,0.14,13-Nov-06,46.0,11.0,7.3,12.0,Artificial Mind and Movement
TRINITY: Souls of Zill O'll,PS3,Role-Playing,Ubisoft Annecy,0.1,8-Feb-11,55.0,34.0,5.8,29.0,Omega Force
Pretty Rhythm: My Deco Rainbow Wedding,3DS,Misc,Takara Tomy,0.08,,,,,,
Cartoon Network: Punch Time Explosion XL,Wii,Fighting,Crave Entertainment,0.07,,,,,,
Shin Dynasty Warriors Gundam,PSV,Action,Namco Bandai Games,0.1,,,,,,
Prototype 2,PS3,Action,Activision,0.61,24-Apr-12,79.0,39.0,6.7,128.0,Radical Entertainment
SOCOM: U.S. Navy SEALs Confrontation,PS3,Shooter,Sony Computer Entertainment,1.22,14-Oct-08,63.0,64.0,6.9,223.0,Slant Six
Dangan-Ronpa,PSV,Adventure,Nippon Ichi Software,0.12,,,,,,
Kirby's Dream Collection: Special Edition,Wii,Action,Nintendo,0.63,16-Sep-12,82.0,6.0,8.4,25.0,HAL Labs
Family Party: 30 Great Games Outdoor Fun,Wii,Misc,D3Publisher,0.15,29-Sep-09,,,tbd,,Tamsoft
Kurohyou: Ryu ga Gotoku Shinshou,PSP,Adventure,Sega,0.29,,,,,,
Kao Challengers,PSP,Platform,Atari,0.02,29-Mar-06,57.0,6.0,tbd,,Atari
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Action,Irem Software Engineering,0.07,,,,,,
The Legend of Zelda: Skyward Sword,Wii,Action,Nintendo,3.72,20-Nov-11,93.0,81.0,7.8,1433.0,Nintendo
Chaos;Head Noah,X360,Adventure,5pb,0.04,,,,,,
World of Outlaws: Sprint Cars,X360,Racing,THQ,0.17,9-Feb-10,57.0,4.0,8.9,8.0,Big Ant Studios
Indianapolis 500 Evolution,X360,Racing,Zushi Games,0.02,22-Sep-09,,,tbd,,Destineer
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Take-Two Interactive,1.84,13-Apr-10,,,8.5,49.0,Rockstar North
SpongeBob's Truth or Square,X360,Action,THQ,0.07,26-Oct-09,,,6.3,9.0,Heavy Iron Studios
Lunar: Silver Star Harmony,PSP,Role-Playing,GungHo,0.21,2-Mar-10,80.0,26.0,7.7,37.0,Game Arts
Just Dance 2,Wii,Misc,Ubisoft,9.31,12-Oct-10,74.0,24.0,7,20.0,Ubisoft
Eiyuu Densetsu: Zero no Kiseki,PSV,Role-Playing,Falcom Corporation,0.07,,,,,,
Tom Clancy's Splinter Cell: Double Agent,Wii,Action,Ubisoft,0.12,28-Nov-06,61.0,12.0,7.3,13.0,Ubisoft Shanghai
Sengoku Musou 3 Empires,PS3,Action,Tecmo Koei,0.14,,,,,,
Pictionary: Ultimate Edition,X360,Misc,THQ,0.19,15-Nov-11,53.0,4.0,tbd,,Page 44 Studios
WWE SmackDown vs. Raw 2009,PS3,Fighting,THQ,0.9,9-Nov-08,78.0,37.0,6.9,40.0,Yuke's
James Bond 007: Blood Stone,PS3,Action,Activision,0.63,2-Nov-10,65.0,49.0,7.3,31.0,Bizarre Creations
NASCAR 09,PS3,Racing,Electronic Arts,0.24,10-Jun-08,65.0,22.0,7.4,8.0,EA Games
Homefront,PS3,Shooter,THQ,0.85,15-Mar-11,70.0,60.0,5.6,149.0,Kaos Studios
LEGO Batman 2: DC Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.52,19-Jun-12,72.0,6.0,5,20.0,TT Games
Petz Dogz 2,Wii,Simulation,Ubisoft,0.57,14-Nov-07,,,tbd,,Ubisoft
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,Electronic Arts,0.26,12-Jul-11,43.0,21.0,5.2,19.0,
FIFA Soccer 10,Wii,Sports,Electronic Arts,0.97,20-Oct-09,75.0,21.0,6.5,16.0,EA Sports
Stormrise,PS3,Strategy,Sega,0.16,24-Mar-09,51.0,28.0,5.3,20.0,Creative Assembly
Buzz! Brain of the UK,PS3,Misc,Sony Computer Entertainment,0.16,,,,,,
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,0.57,3-Nov-09,71.0,47.0,6.6,15.0,High Impact Games
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,Action,FuRyu,0.07,,,,,,
G1 Jockey Wii,Wii,Sports,Tecmo Koei,0.02,,,,,,
MLB 13: The Show,PS3,Sports,Sony Computer Entertainment,0.6,5-Mar-13,87.0,36.0,7.7,100.0,SCEA
Resonance of Fate,X360,Role-Playing,Sega,0.31,16-Mar-10,74.0,43.0,7.5,78.0,Tri-Ace
Call of Duty: Modern Warfare 2,PS3,Shooter,Activision,10.31,10-Nov-09,94.0,67.0,6,1749.0,Infinity Ward
Endless Ocean,Wii,Adventure,Nintendo,1.03,21-Jan-08,72.0,42.0,8.3,55.0,Arika
Animal Planet: Vet Life,Wii,Simulation,Activision,0.09,22-Sep-09,,,tbd,,Activision Blizzard
PaRappa The Rapper,PSP,Misc,Sony Computer Entertainment,0.11,17-Jul-07,67.0,43.0,8,7.0,Epics
The Saboteur,X360,Action,Electronic Arts,0.48,8-Dec-09,73.0,69.0,8.4,119.0,Pandemic Studios
Record of Agarest War,PS3,Role-Playing,Ghostlight,0.06,27-Apr-10,67.0,7.0,7.3,26.0,Compile Heart
Just Dance 3,Wii,Misc,Ubisoft,9.87,7-Oct-11,74.0,15.0,7.6,12.0,Ubisoft
NBA Live 06,PSP,Sports,Electronic Arts,0.42,4-Oct-05,80.0,18.0,8.2,11.0,EA Canada
Ratchet & Clank: Quest for Booty,PS3,Platform,Sony Computer Entertainment,0.52,,,,,,
Santa Claus Is Comin' to Town!,Wii,Puzzle,Crave Entertainment,0.05,8-Nov-11,,,tbd,,1st Playable Productions
SBK X: Superbike World Championship,X360,Racing,Black Bean Games,0.15,7-Dec-10,74.0,14.0,8.3,8.0,Milestone S.r.l
Kidz Sports International Soccer,Wii,Sports,Bold Games,0.01,22-Feb-08,,,tbd,,Data Design Interactive
Kane & Lynch: Dead Men,X360,Shooter,Eidos Interactive,0.75,,,,,,
Blazing Angels 2: Secret Missions of WWII,X360,Simulation,Ubisoft,0.12,18-Sep-07,72.0,24.0,8.3,9.0,Ubisoft Romania
Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,Konami Digital Entertainment,0.26,,,,,,
TRON: Evolution,PS3,Action,Disney Interactive Studios,0.35,7-Dec-10,58.0,47.0,5.8,22.0,Propaganda Games
"Warhammer 40,000: Space Marine",PS3,Shooter,THQ,0.39,6-Sep-11,70.0,46.0,7.4,144.0,Relic
Turbo: Super Stunt Squad,Wii,Sports,D3Publisher,0.01,16-Jul-13,,,tbd,,Torus Games
Resident Evil: Operation Raccoon City,PS3,Shooter,Capcom,1.09,20-Mar-12,52.0,36.0,5.1,170.0,Slant Six
Demon's Souls,PS3,Role-Playing,Namco Bandai Games,1.66,6-Oct-09,89.0,81.0,8.7,904.0,From Software
F.E.A.R. 3,X360,Shooter,Warner Bros. Interactive Entertainment,0.39,21-Jun-11,75.0,71.0,7.1,123.0,Day 1 Studios
Atelier Escha & Logy: Alchemist of Dusk Sky,PS3,Role-Playing,Tecmo Koei,0.1,,,,,,
Super Dangan-Ronpa 2: Sayonara Zetsubou Gakuen,PSP,Action,Spike,0.19,,,,,,
