# temperatura,vacuo,energia_knn,energia_rnn,energia_lr
24.75,69.45,438.28,438.28,440.78
7.05,43.65,480.47,480.47,479.41
5.49,40.81,487.36,487.36,483.00
26.30,59.07,441.17,442.05,441.51
27.98,74.78,435.82,435.31,433.53
19.54,54.90,455.86,455.86,454.42
16.37,43.50,463.14,462.63,463.54
20.60,45.38,457.75,456.75,455.71
27.23,71.77,427.39,427.39,435.79
16.55,41.66,465.14,465.14,463.83
32.07,71.29,426.96,426.96,427.68
25.23,60.84,442.02,442.02,442.76
29.22,73.18,430.57,430.57,431.93
21.23,50.59,453.95,453.95,452.93
10.35,37.14,472.63,472.63,475.89
21.49,56.90,452.46,452.46,450.43
23.82,63.76,440.52,440.52,444.22
25.36,61.41,440.62,441.76,442.36
26.89,49.16,439.95,440.94,443.73
24.65,72.43,437.59,437.59,439.98
21.39,52.30,447.32,447.32,452.10
7.85,37.80,478.68,478.68,479.95
29.07,72.51,439.80,439.80,432.41
23.45,69.05,438.91,439.94,443.13
14.49,44.84,465.72,465.72,466.32
9.75,40.81,481.95,481.95,475.72
16.94,49.64,459.25,459.25,460.57
27.50,65.34,439.59,439.59,437.42
13.79,40.00,461.16,461.16,469.09
26.98,72.58,432.49,432.60,435.95
8.96,40.02,476.59,478.50,477.33
5.97,36.25,487.77,487.45,483.66
25.10,69.89,434.98,434.98,440.04
14.84,44.63,468.30,465.70,465.79
15.55,40.66,457.53,457.53,465.87
8.05,40.80,478.72,480.50,478.63
15.09,41.76,463.27,463.27,466.29
23.30,72.99,438.69,438.44,442.10
21.77,42.23,462.51,462.51,454.73
6.86,42.49,486.14,486.14,480.11
9.57,39.82,468.02,468.02,476.35
18.96,50.16,451.20,451.20,456.95
19.82,41.67,461.37,461.33,458.25
22.08,41.10,454.69,456.16,454.57
17.31,58.49,456.84,456.84,457.05
18.32,47.83,454.11,454.11,458.80
27.75,70.40,436.53,436.53,435.35
26.13,71.64,432.89,433.44,437.71
29.45,74.16,431.94,433.55,431.22
23.63,73.18,437.70,437.70,441.48
24.11,68.30,442.34,441.08,442.25
25.72,72.39,432.77,432.77,438.17
14.96,41.76,462.83,465.04,466.52
28.32,72.58,428.06,428.06,433.66
26.94,68.24,437.18,436.02,437.43
13.44,39.39,471.46,470.34,469.88
24.33,46.93,447.43,447.43,448.83
22.06,64.15,448.36,447.27,447.10
27.89,70.94,435.21,435.21,434.93
8.47,42.02,477.67,477.67,477.51
24.74,63.87,447.02,447.02,442.61
8.50,39.16,480.27,480.73,478.40
24.19,58.95,443.22,443.49,445.16
32.31,68.94,431.14,431.14,428.04
12.02,41.92,465.82,465.82,471.49
22.66,69.84,437.75,439.22,444.22
14.10,44.84,468.22,468.22,466.98
26.78,73.06,433.25,433.25,436.14
31.60,73.17,433.37,433.37,427.87
29.30,74.16,431.32,431.32,431.48
29.12,66.56,435.23,435.59,434.26
17.54,58.49,452.72,452.70,456.66
31.90,69.40,436.04,436.04,428.59
28.83,72.43,431.68,432.73,432.84
10.45,40.00,475.36,476.12,474.79
17.79,44.90,459.24,460.02,460.66
17.58,44.90,459.78,459.78,461.02
18.90,62.96,453.87,452.83,452.88
23.28,69.51,444.17,444.17,443.27
18.81,61.87,448.49,448.49,453.39
7.46,41.26,482.83,482.83,479.49
22.89,65.34,450.53,450.53,445.30
9.88,40.71,475.95,476.54,475.53
17.59,65.48,454.51,454.51,454.30
23.97,64.33,446.75,444.33,443.78
11.95,41.48,465.41,465.41,471.75
22.12,49.39,449.93,447.34,451.81
9.05,40.67,486.55,486.55,476.96
27.60,69.34,440.60,440.60,435.95
16.52,44.88,459.85,461.12,462.84
5.84,41.38,489.40,489.40,482.21
10.77,44.78,470.66,470.66,472.69
21.95,50.66,446.89,448.51,451.68
23.09,70.02,443.27,443.27,443.43
12.31,44.03,468.13,468.13,470.30
14.29,39.59,463.04,463.04,468.37
11.65,41.54,476.40,476.40,472.24
23.15,58.79,447.71,447.71,446.98
12.14,48.04,465.08,465.08,469.29
30.26,71.77,429.27,429.27,430.62
16.74,38.01,463.61,463.61,464.70
20.67,57.50,453.29,453.29,451.64
20.21,59.14,450.12,449.69,451.89
25.02,60.77,441.21,441.21,443.15
24.82,66.54,440.88,440.88,441.61
23.14,62.26,444.38,444.38,445.87
21.84,60.29,443.97,445.45,448.73
26.11,69.84,427.45,427.45,438.33
10.67,42.02,472.65,472.65,473.76
14.93,42.44,465.21,465.53,466.35
22.19,70.02,444.85,444.85,444.97
29.27,64.69,438.23,438.23,434.61
22.47,47.45,447.14,447.14,451.84
31.95,70.80,432.79,432.79,428.05
29.74,70.32,432.69,432.69,431.98
18.10,45.00,465.46,465.46,460.10
25.35,66.56,436.51,436.51,440.70
10.48,36.71,473.30,473.30,475.81
26.96,72.86,431.90,432.35,435.90
17.76,42.42,468.27,468.27,461.52
9.68,40.77,477.31,477.01,475.86
9.84,40.22,479.65,479.65,475.76
14.52,40.35,470.80,470.80,467.73
23.49,42.80,449.73,450.14,451.61
14.53,39.00,464.86,464.86,468.15
17.49,40.55,461.75,462.14,462.59
10.46,41.26,475.83,475.72,474.36
13.86,40.83,466.08,467.86,468.70
30.68,71.25,433.47,433.47,430.07
10.48,41.93,476.26,475.67,474.11
23.66,77.54,439.82,439.83,440.01
23.85,69.45,438.36,439.15,442.32
30.89,74.87,432.68,432.68,428.53
14.30,53.82,465.42,465.42,463.72
23.98,50.32,443.45,443.45,448.33
33.72,74.33,430.41,431.12,423.87
9.76,39.16,482.38,482.38,476.24
9.46,42.28,478.05,477.63,475.74
14.43,38.91,466.79,467.51,468.35
5.86,40.62,480.71,480.71,482.43
10.57,36.71,472.62,472.62,475.66
28.69,67.25,433.21,433.21,434.77
13.27,42.28,468.86,468.86,469.23
13.52,40.83,471.21,471.21,469.28
28.01,73.18,431.02,431.02,434.00
13.13,50.59,466.51,465.29,466.77
14.43,44.47,466.56,466.56,466.54
7.84,43.52,480.57,481.91,478.10
26.06,71.73,432.30,433.35,437.80
18.93,44.06,457.33,458.98,458.99
13.63,40.92,462.40,462.40,469.06
28.02,68.08,436.95,436.14,435.64
9.45,41.40,475.49,475.49,476.04
29.27,69.89,425.55,425.55,432.92
21.38,58.33,446.80,446.80,450.16
31.85,73.91,431.26,431.26,427.20
11.82,41.26,466.95,466.95,472.04
22.64,63.73,447.21,447.21,446.25
22.72,69.13,438.01,438.01,444.35
27.00,71.25,430.83,433.01,436.35
29.55,66.25,435.41,435.77,433.63
23.56,71.85,437.96,437.96,442.03
12.00,41.17,474.40,474.40,471.76
26.10,63.56,442.75,442.75,440.39
24.88,73.17,436.00,435.52,439.35
26.40,48.41,440.54,441.86,444.82
25.69,57.32,441.43,441.43,443.13
22.10,65.94,443.95,443.95,446.45
24.47,58.05,446.93,446.93,444.97
12.07,39.99,471.64,472.96,472.03
19.89,51.43,448.92,448.92,454.95
9.17,40.67,477.06,477.86,476.76
12.85,40.92,461.05,461.05,470.39
5.23,35.57,488.40,487.83,485.15
12.43,41.62,460.61,460.61,470.88
12.93,41.39,472.57,472.57,470.10
9.03,40.71,476.59,478.01,476.99
31.73,74.67,425.34,425.34,427.16
25.63,71.58,433.76,433.76,438.58
22.70,61.41,449.75,449.75,446.90
32.06,69.88,432.65,433.04,428.16
24.80,64.63,444.86,443.53,442.26
23.47,60.77,444.46,444.46,445.79
24.31,65.34,449.88,449.88,442.87
23.02,63.47,443.66,443.66,445.68
34.09,68.51,431.19,431.19,425.14
17.75,42.24,468.86,468.86,461.60
31.80,69.05,434.42,433.13,428.87
6.62,42.49,484.73,483.67,480.52
8.51,41.26,481.59,479.58,477.69
27.41,74.67,429.21,429.21,434.54
31.27,73.91,430.59,430.59,428.19
17.45,49.64,454.67,454.67,459.70
22.63,57.17,433.54,433.54,448.40
10.07,39.66,479.19,477.46,475.55
26.12,68.51,433.11,433.11,438.75
12.28,42.34,467.03,467.03,470.90
23.89,70.04,438.06,438.63,442.06
14.80,42.77,462.29,462.29,466.46
15.45,45.00,462.79,463.55,464.62
23.09,51.19,443.22,443.22,449.56
24.92,73.68,438.23,438.23,439.11
13.15,40.78,462.30,462.30,469.93
18.60,58.71,430.38,430.38,454.78
24.88,51.43,445.37,446.59,446.43
11.36,38.25,473.01,473.75,473.81
17.12,68.28,447.98,448.14,454.19
22.10,68.63,444.00,442.81,445.57
25.00,69.71,438.38,438.38,440.27
21.04,47.43,450.27,450.27,454.29
26.85,63.56,444.39,444.39,439.11
14.87,42.18,467.25,465.74,466.53
32.21,68.30,430.94,431.60,428.42
25.87,57.32,442.87,442.87,442.82
19.98,60.77,448.46,448.46,451.75
19.26,44.34,467.72,467.72,458.33
16.75,36.99,464.18,464.18,465.01
15.37,41.96,466.27,465.31,465.75
27.96,77.24,433.86,433.90,432.76
20.27,63.56,446.93,446.93,450.35
24.66,66.49,440.81,440.26,441.90
25.53,59.57,445.59,445.59,442.67
25.43,60.95,444.65,444.65,442.39
14.48,46.18,462.30,462.30,465.90
19.50,65.12,453.99,453.99,451.16
10.27,38.38,475.58,475.58,475.63
17.98,39.63,460.72,461.58,462.05
12.38,44.20,470.69,470.40,470.13
26.61,56.85,437.26,437.26,441.71
24.05,72.24,437.81,437.81,441.07
15.90,41.35,464.93,464.93,465.05
31.65,66.25,430.68,431.97,430.04
11.20,42.02,476.37,473.99,472.85
14.96,39.31,461.97,461.97,467.31
19.51,44.05,460.97,458.86,458.00
27.57,70.36,441.86,441.86,435.67
26.31,77.95,433.01,434.42,435.35
29.59,70.17,434.85,434.85,432.28
10.14,45.01,473.56,473.56,473.69
9.44,41.79,474.03,474.03,475.93
13.69,41.74,465.10,467.48,468.69
23.40,49.16,446.05,446.05,449.69
12.42,38.25,472.30,472.30,472.00
21.81,43.77,449.86,453.54,454.16
33.20,70.80,431.78,432.49,425.91
22.06,45.61,455.61,455.61,453.14
27.86,63.07,440.69,440.77,437.55
27.75,66.54,437.58,437.58,436.61
20.98,60.07,451.08,448.76,450.27
17.55,43.14,459.71,461.01,461.64
6.05,38.68,483.50,483.50,482.74
17.25,39.39,465.74,465.74,463.38
21.54,58.41,447.42,447.96,449.86
29.64,69.51,428.69,428.69,432.41
16.70,36.99,464.70,464.70,465.10
19.69,57.32,449.59,449.59,453.37
19.61,56.65,456.02,455.26,453.73
6.26,41.31,485.57,485.57,481.52
6.90,40.71,471.43,471.43,480.62
19.12,58.79,447.02,447.02,453.87
12.23,43.69,471.62,471.62,470.55
10.87,37.50,474.07,474.07,474.89
20.56,60.08,452.80,452.80,450.99
31.61,75.08,436.67,436.67,427.23
14.66,41.92,463.20,465.74,466.98
19.04,50.12,446.59,446.59,456.83
14.32,45.08,464.40,465.71,466.53
18.36,53.16,457.94,457.94,457.00
31.74,72.25,429.96,431.87,427.93
19.06,44.63,459.52,459.29,458.58
14.43,45.08,465.07,465.07,466.34
12.05,40.55,472.19,472.19,471.88
17.98,56.85,456.85,455.37,456.44
28.18,49.30,438.22,438.41,441.49
23.03,44.89,447.81,447.81,451.72
15.78,48.60,460.86,460.86,462.89
24.45,66.49,449.22,449.22,442.26
18.05,56.03,457.76,456.39,456.59
14.20,38.62,465.29,465.29,468.84
16.73,37.20,463.89,463.89,464.98
13.72,41.62,462.93,466.94,468.68
27.38,59.21,437.78,437.78,439.62
10.99,44.63,476.76,475.11,472.36
26.15,64.27,439.11,439.11,440.08
17.40,63.09,450.22,450.57,455.40
24.29,63.57,441.88,443.34,443.48
29.01,68.08,427.91,427.91,433.95
12.27,43.80,468.55,468.55,470.45
16.90,44.88,457.76,460.33,462.19
29.39,71.14,430.50,430.50,432.31
25.45,75.23,441.65,441.65,437.70
27.88,62.66,440.00,440.71,437.65
18.20,49.39,455.86,455.86,458.50
12.59,41.14,465.74,465.74,470.77
19.30,44.90,452.75,452.75,458.08
18.40,40.79,461.29,461.29,460.96
14.83,53.82,463.53,463.37,462.81
20.47,58.16,453.99,453.99,451.77
28.65,70.32,435.70,434.49,433.84
28.92,72.43,431.50,431.50,432.69
28.64,73.40,441.32,441.32,432.85
12.74,44.03,463.96,463.96,469.57
10.57,41.26,472.90,472.90,474.18
30.56,71.25,433.62,433.23,430.27
13.80,40.20,466.29,466.29,469.01
5.29,41.38,490.34,486.59,483.15
33.59,79.05,436.51,436.51,422.56
6.13,40.64,481.13,481.13,481.96
18.51,48.06,455.44,455.44,458.40
32.80,68.67,432.28,432.28,427.29
24.18,58.49,445.00,444.07,445.32
17.92,50.66,456.84,456.84,458.56
6.13,39.48,484.12,484.12,482.34
24.43,65.27,443.46,442.67,442.69
28.88,66.56,426.66,426.66,434.67
13.86,44.21,468.30,468.30,467.60
20.95,48.14,452.38,452.38,454.21
27.00,59.15,440.58,440.58,440.29
9.07,36.30,477.20,477.66,478.35
19.41,67.32,448.39,448.75,450.59
33.61,69.88,432.76,432.17,425.51
20.84,59.80,450.69,448.40,450.60
23.31,68.63,442.93,441.11,443.51
9.45,43.50,479.53,478.45,475.36
13.78,44.47,467.14,467.38,467.65
21.71,58.05,449.38,449.38,449.68
18.88,44.06,457.60,459.07,459.07
22.58,52.30,445.60,445.60,450.07
12.51,43.67,471.33,470.17,470.08
30.63,74.22,433.30,432.93,429.19
27.75,66.51,436.85,437.29,436.61
25.32,60.37,438.50,438.50,442.76
13.85,48.06,462.39,462.39,466.36
23.19,48.60,445.52,445.52,450.24
16.18,43.99,460.81,460.81,463.71
9.98,39.66,479.49,477.83,475.71
28.87,72.58,428.89,428.89,432.73
19.05,62.96,454.26,454.26,452.63
19.83,59.44,446.15,446.15,452.44
26.39,49.02,440.02,442.08,444.63
12.25,48.79,465.44,463.64,468.85
26.93,56.90,438.45,439.11,441.15
27.16,47.43,442.85,442.85,443.84
28.16,70.40,434.01,434.01,434.65
10.32,41.46,479.61,479.61,474.54
7.77,35.77,480.93,480.85,480.75
10.13,39.18,479.42,479.42,475.61
11.02,43.02,478.81,478.81,472.83
30.24,67.32,437.18,437.18,432.10
18.74,45.09,458.04,458.85,458.98
23.26,63.56,446.67,446.67,445.24
18.21,49.69,454.25,454.25,458.38
23.97,63.86,441.65,441.65,443.93
18.91,43.14,460.19,460.19,459.32
21.65,58.18,441.05,441.05,449.74
31.67,69.89,434.50,433.66,428.82
32.00,58.90,437.81,437.81,431.84
12.00,41.50,473.68,473.68,471.66
27.11,70.04,431.69,434.44,436.56
23.75,67.90,441.52,441.31,442.99
28.26,69.23,436.31,436.31,434.86
29.96,70.04,434.69,434.23,431.69
9.27,39.64,480.29,480.29,476.92
31.35,71.97,430.16,430.16,428.69
25.85,70.36,435.20,435.19,438.61
13.69,43.22,466.32,467.38,468.21
22.48,50.05,445.74,446.37,450.98
10.63,37.50,474.81,474.81,475.30
28.61,68.12,433.58,434.81,434.62
16.32,43.50,462.85,462.64,463.63
25.46,56.89,440.39,441.13,443.66
27.61,69.68,436.51,434.94,435.82
29.79,67.69,428.71,428.71,432.75
7.32,39.42,482.47,483.40,480.33
26.35,59.44,443.73,443.73,441.31
25.97,43.21,434.83,434.83,447.24
7.33,40.00,484.30,483.33,480.12
27.05,77.95,434.09,434.09,434.08
22.22,59.14,445.47,446.15,448.46
25.54,61.08,448.57,448.57,442.16
23.44,72.24,437.72,437.89,442.11
15.51,41.76,464.81,464.75,465.58
21.89,63.94,447.74,447.74,447.46
6.84,41.06,489.96,489.96,480.61
25.24,71.14,435.98,435.24,439.39
30.38,71.58,433.75,433.75,430.47
16.91,43.96,465.86,465.86,462.47
13.75,41.49,464.23,467.29,468.67
22.93,58.20,446.48,446.16,447.55
6.93,43.13,486.94,486.94,479.78
20.04,48.92,452.77,452.20,455.51
9.37,42.32,477.57,477.57,475.88
20.76,58.18,449.25,449.25,451.26
31.17,69.51,428.94,428.94,429.80
21.74,70.32,439.19,439.19,445.64
13.24,40.83,472.22,472.22,469.76
21.28,44.05,444.56,444.56,454.98
24.92,63.86,442.40,442.79,442.31
9.37,38.56,477.55,478.33,477.11
22.03,59.43,442.90,442.90,448.69
25.77,65.48,446.86,442.89,440.33
23.05,68.67,444.15,441.79,443.94
31.05,62.70,441.67,441.67,432.22
19.51,66.51,448.04,448.04,450.69
22.47,48.60,447.29,446.33,451.46
15.37,43.67,463.78,464.28,465.19
27.96,68.51,438.21,435.45,435.60
24.73,70.72,437.41,436.24,440.40
24.43,47.45,446.45,446.45,448.49
25.64,63.87,442.37,442.57,441.08
10.82,39.96,468.57,468.57,474.17
6.79,38.50,487.12,485.46,481.53
20.41,56.03,456.22,454.60,452.56
31.58,66.54,429.73,429.73,430.06
22.85,59.15,448.61,448.61,447.38
25.41,68.94,436.95,436.95,439.82
14.41,40.71,470.80,467.75,467.80
3.40,39.64,459.86,459.86,486.95
28.12,44.89,441.13,441.13,443.02
28.07,70.32,430.29,430.29,434.83
22.61,54.42,453.86,453.86,449.33
22.88,65.48,447.14,447.14,445.27
19.24,56.89,455.35,454.05,454.28
21.31,58.05,446.76,446.76,450.37
24.15,64.63,448.87,448.87,443.37
21.62,58.59,445.92,445.92,449.66
23.84,49.21,446.53,446.53,448.93
19.59,66.54,447.16,447.16,450.54
12.75,39.58,473.46,473.46,471.00
26.68,68.08,436.99,436.28,437.93
10.63,40.67,483.27,483.27,474.27
20.03,66.86,450.93,450.93,449.68
18.78,54.20,448.04,448.04,455.94
25.60,56.90,437.82,437.82,443.42
21.29,59.04,445.37,445.37,450.08
6.04,41.14,481.37,481.37,481.95
15.20,39.00,463.88,463.88,467.01
19.77,49.39,453.58,452.41,455.82
31.98,73.42,431.30,432.03,427.14
8.36,40.67,480.22,479.91,478.14
8.68,41.82,478.61,478.61,477.22
11.64,40.10,477.20,477.20,472.73
11.49,44.20,475.51,475.51,471.65
26.20,71.14,431.70,431.70,437.75
30.51,70.79,437.57,434.04,430.51
12.49,38.25,470.21,471.29,471.88
9.42,41.40,477.75,477.75,476.09
28.41,61.47,442.54,442.54,437.13
34.66,74.33,425.89,425.89,422.27
8.27,40.69,480.52,480.06,478.29
25.38,74.67,436.02,436.79,438.00
25.65,49.30,443.66,444.69,445.81
28.04,74.33,432.92,432.92,433.57
21.43,46.97,457.68,457.68,453.77
28.25,66.54,433.83,435.79,435.75
18.51,58.46,448.23,450.26,455.02
6.58,40.67,484.60,484.11,481.18
24.49,70.79,430.54,430.54,440.79
9.82,41.04,473.98,473.98,475.53
18.88,65.94,450.30,450.36,451.95
11.53,41.39,474.49,474.49,472.49
14.69,53.82,463.52,463.52,463.05
27.33,68.94,431.96,431.96,436.54
17.86,50.88,457.33,457.33,458.59
31.59,58.90,439.42,439.75,432.54
21.13,47.43,451.23,451.03,454.13
29.72,71.97,431.22,431.22,431.47
29.03,67.79,444.56,444.56,434.01
8.94,43.13,483.63,483.63,476.35
19.09,43.14,463.30,463.30,459.01
23.03,54.42,449.85,449.12,448.61
15.15,39.58,466.47,466.20,466.90
25.73,66.54,437.07,437.07,440.05
32.38,77.24,432.27,432.26,425.21
22.69,64.45,450.65,450.65,445.93
25.03,57.50,449.48,449.48,444.19
15.46,42.07,464.45,464.63,465.56
22.72,58.82,448.67,448.67,447.71
8.53,43.14,481.76,481.00,477.05
16.82,41.66,465.64,465.64,463.37
19.45,58.95,445.10,445.10,453.25
13.72,34.03,470.00,470.00,471.15
9.44,39.82,483.18,483.18,476.58
22.58,41.54,460.95,460.95,453.58
16.36,39.99,462.50,462.50,464.70
29.62,71.80,428.00,431.25,431.70
26.13,73.21,434.04,433.59,437.20
12.02,39.69,470.17,470.17,472.21
16.02,44.21,462.17,462.74,463.91
22.90,49.30,441.77,441.77,450.50
18.81,52.08,455.30,454.96,456.58
31.26,76.09,432.58,433.23,427.50
10.07,40.92,471.71,471.71,475.14
15.28,44.58,467.92,467.92,465.05
17.29,42.86,464.27,464.27,462.18
14.60,39.31,464.16,464.16,467.93
18.43,57.76,454.33,452.88,455.38
17.30,43.72,456.55,456.55,461.88
19.84,56.89,456.46,453.83,453.26
29.42,56.90,436.31,436.86,436.89
14.04,44.21,467.87,466.92,467.29
9.51,40.81,475.29,475.29,476.13
30.29,74.16,431.39,431.39,429.79
14.55,44.84,464.89,465.41,466.21
16.58,38.01,464.03,464.03,464.97
33.82,73.03,434.78,432.99,424.13
13.73,41.92,466.29,466.29,468.57
21.11,43.43,448.89,454.86,455.47
24.81,63.94,444.26,444.26,442.47
26.44,59.15,441.17,441.93,441.25
31.23,66.75,431.29,431.91,430.59
10.15,41.46,479.51,476.79,474.83
20.46,66.05,454.06,454.06,449.21
21.93,60.84,443.11,443.11,448.40
28.08,73.17,434.24,433.21,433.88
23.63,60.93,446.50,444.53,445.47
14.05,40.69,470.90,470.90,468.42
23.91,50.23,443.40,445.17,448.47
23.47,51.30,448.65,448.65,448.88
19.70,51.30,449.15,451.22,455.32
28.14,76.86,434.68,434.68,432.58
32.16,66.25,434.50,434.50,429.17
30.90,73.42,433.44,433.44,428.99
11.64,40.22,477.52,477.52,472.69
19.48,63.09,449.60,449.60,451.85
15.89,38.73,465.76,465.76,465.92
23.03,59.04,444.85,444.85,447.11
15.83,45.01,463.11,463.13,463.97
4.31,38.50,488.35,487.97,485.77
24.20,68.67,444.09,444.09,441.97
24.86,63.47,441.68,441.68,442.54
27.77,63.87,444.06,444.06,437.44
29.49,70.98,432.65,433.50,432.19
20.98,42.23,461.90,461.90,456.08
27.16,72.58,429.59,429.59,435.65
25.96,68.08,435.84,435.84,439.16
11.28,42.44,473.36,473.36,472.58
30.36,71.80,437.40,437.40,430.43
25.47,65.34,444.70,442.72,440.89
27.51,73.77,436.91,436.91,434.66
30.02,69.04,436.42,433.99,431.91
10.15,41.62,463.89,463.89,474.78
28.80,71.77,434.59,433.62,433.11
22.36,51.43,442.53,442.53,450.73
33.67,80.18,432.69,432.72,422.05
8.35,43.52,479.31,479.31,477.23
24.12,51.43,448.08,447.06,447.73
25.53,71.85,431.26,431.26,438.67
15.26,41.20,466.66,465.32,466.19
15.36,41.66,464.26,465.00,465.87
12.73,40.27,475.61,475.61,470.81
27.67,71.64,433.29,433.29,435.08
26.64,73.56,432.93,432.93,436.21
25.09,58.95,443.26,443.26,443.62
13.09,43.67,474.45,474.45,469.09
15.06,41.85,466.72,466.72,466.32
30.03,70.02,436.88,436.88,431.58
26.85,69.84,426.58,426.58,437.07
14.13,43.70,469.28,469.28,467.30
12.36,37.73,470.39,470.39,472.27
12.91,40.73,471.97,470.80,470.35
25.79,63.90,442.70,442.70,440.81
17.28,44.92,459.08,460.05,461.53
15.86,43.02,465.29,464.01,464.57
21.95,60.95,450.38,450.38,448.33
8.40,38.50,486.50,486.50,478.78
26.62,70.36,441.28,441.28,437.29
20.56,43.79,462.11,462.11,456.29
15.86,49.69,462.84,462.84,462.40
31.01,74.16,434.64,434.64,428.56
22.49,58.82,444.11,444.11,448.10
15.66,43.99,463.11,463.62,464.60
11.86,40.55,474.10,473.71,472.20
19.12,45.01,459.55,458.92,458.35
17.27,44.90,454.19,454.19,461.55
20.24,56.65,454.91,453.98,452.65
28.18,67.17,435.03,436.31,435.67
12.24,41.62,461.23,461.23,471.21
6.25,39.04,486.75,485.89,482.28
24.27,61.47,441.51,442.78,444.20
22.55,69.84,438.54,438.54,444.41
20.76,58.79,447.07,447.07,451.07
15.33,37.20,467.40,465.60,467.37
22.12,63.91,446.59,446.82,447.08
16.65,46.18,465.60,465.60,462.19
30.37,76.09,435.01,435.01,429.02
18.71,53.16,455.70,455.70,456.40
12.99,40.55,472.18,472.18,470.28
16.80,56.03,443.73,445.50,458.73
15.49,39.00,462.28,462.28,466.51
26.08,52.30,448.03,446.39,444.09
24.18,59.92,438.85,438.85,444.86
27.63,70.17,432.46,432.46,435.63
11.80,45.09,472.63,472.05,470.83
20.70,58.16,450.34,449.80,451.37
10.50,39.28,480.92,480.92,474.94
14.88,41.66,468.55,468.55,466.69
28.21,73.06,430.46,430.46,433.70
12.82,46.18,466.06,466.06,468.73
21.14,58.05,450.10,448.96,450.66
4.93,38.44,489.38,488.36,484.73
26.25,66.56,435.15,437.86,439.16
14.95,42.74,462.84,464.94,466.21
21.46,50.59,453.67,453.67,452.54
14.35,49.83,463.35,462.83,464.93
14.18,53.82,465.05,464.86,463.92
16.03,41.23,463.74,463.91,464.86
29.54,74.99,434.45,434.77,430.80
25.26,65.61,447.34,447.34,441.16
12.33,37.73,470.11,470.11,472.32
24.67,61.50,437.37,437.37,443.51
20.45,48.41,448.92,451.08,454.98
20.39,64.15,449.30,448.95,449.95
27.57,69.84,426.60,426.60,435.84
16.58,46.18,461.27,460.59,462.31
25.18,69.23,434.97,437.03,440.12
21.27,57.50,450.30,449.55,450.62
22.93,51.19,443.57,443.57,449.84
15.09,44.34,464.93,464.61,465.45
15.49,40.89,463.43,464.71,465.90
27.66,69.75,439.18,439.18,435.71
21.99,58.96,453.38,453.38,448.91
28.57,62.26,437.41,437.41,436.60
14.87,41.76,464.05,465.44,466.67
7.14,41.22,483.18,482.75,480.05
24.94,63.94,438.55,438.55,442.25
10.17,41.17,478.04,478.04,474.89
25.18,56.89,441.38,442.34,444.14
22.75,58.79,445.67,445.67,447.67
26.33,61.41,452.79,452.79,440.70
13.00,39.85,474.34,471.49,470.49
22.20,51.19,446.73,447.93,451.08
20.05,42.48,457.01,457.01,457.59
15.85,42.28,465.21,464.26,464.83
27.95,77.54,434.70,434.70,432.68
27.22,66.48,436.06,436.06,437.53
14.19,39.52,467.14,467.14,468.56
18.97,43.43,453.20,453.20,459.13
13.45,41.49,467.30,467.30,469.18
18.39,67.71,445.35,447.40,452.21
31.67,69.68,439.72,439.72,428.89
27.25,73.03,430.85,432.41,435.35
26.48,69.14,429.60,433.06,437.93
17.19,58.86,451.87,451.87,457.14
34.14,74.34,431.39,431.93,423.15
32.74,68.31,441.66,441.66,427.51
10.91,37.92,473.72,473.72,474.68
16.69,43.52,460.51,460.51,462.99
14.41,46.18,462.36,464.48,466.02
22.18,69.05,442.01,441.55,445.30
11.25,40.67,480.49,480.49,473.21
28.14,65.34,443.11,443.11,436.33
5.78,45.87,483.27,483.27,480.85
19.65,44.89,456.45,457.63,457.49
15.56,40.12,459.42,463.81,466.03
25.88,63.47,443.94,443.94,440.80
15.45,46.63,464.37,464.37,464.09
29.77,69.48,432.69,432.69,432.20
20.74,58.12,449.91,449.91,451.32
11.36,40.75,477.50,477.50,472.99
31.11,75.33,435.52,434.04,428.00
25.15,71.14,434.99,434.99,439.55
12.70,39.72,467.77,467.77,471.04
10.76,44.58,476.82,475.46,472.77
30.39,70.98,435.48,435.48,430.65
11.43,41.16,466.86,466.86,472.74
20.25,57.76,452.66,452.66,452.27
10.50,52.72,468.01,468.01,470.56
13.58,39.28,471.06,469.93,469.68
15.12,43.79,463.88,464.75,465.58
21.61,41.54,458.47,458.47,455.23
