temperatura,vacuo,energia
17.07,41.35,464.6
15.03,35.71,467.61
32.39,79.74,430.12
24.57,72.24,434.93
29.46,49.3,436.37
29.56,70.4,432.85
13.53,38.73,472.46
7.11,39.9,484.21
14.22,39.39,470.98
11.82,41.26,466.95
23.61,63.94,441.57
14.44,39.0,466.96
28.18,67.17,438.49
22.41,66.56,435.75
23.96,51.3,451.11
17.88,46.97,456.77
23.04,57.32,442.01
20.77,51.3,450.97
21.2,59.39,444.57
23.28,69.51,444.17
26.75,58.33,444.09
26.53,54.2,439.96
27.79,71.85,427.67
24.13,73.18,436.22
26.17,58.86,443.69
22.81,71.85,440.4
29.54,72.29,443.79
12.29,40.03,472.65
14.85,40.8,471.78
29.27,64.69,438.23
10.55,41.92,470.95
20.86,57.32,446.48
9.78,52.75,469.58
29.22,60.23,436.32
29.31,64.84,442.11
10.62,39.58,479.91
30.99,69.82,437.46
16.74,38.01,463.61
6.65,38.5,491.54
24.49,65.46,445.27
20.68,68.61,446.33
26.75,69.45,434.57
27.52,66.25,438.51
21.9,66.54,439.06
17.74,44.2,454.37
4.96,45.87,481.88
9.82,39.64,477.93
27.4,77.24,435.74
27.28,44.89,441.94
9.94,40.46,473.74
12.22,40.71,477.07
29.77,69.48,432.69
35.01,74.67,428.48
14.22,39.39,470.98
16.97,39.16,458.59
13.83,39.64,472.95
20.4,57.85,450.07
32.15,72.29,435.71
18.23,58.96,459.12
24.88,49.16,445.18
21.17,64.15,454.15
7.34,40.72,483.92
13.5,54.3,468.92
18.02,53.16,458.01
9.32,37.73,477.91
32.81,71.32,434.38
28.16,61.47,442.48
13.97,39.16,470.96
15.33,36.71,468.36
22.24,41.1,451.95
31.23,75.08,439.14
28.73,68.3,434.15
31.3,67.17,433.53
27.16,71.32,430.53
14.56,40.69,469.31
13.47,44.88,476.67
5.84,41.38,489.4
25.46,70.32,433.08
30.66,70.98,435.66
9.43,41.4,475.8
12.51,43.67,471.96
19.08,44.63,455.95
15.63,40.56,472.15
23.1,72.99,440.46
33.37,71.37,432.67
18.11,58.95,454.29
18.83,63.91,448.15
23.65,59.92,436.74
26.88,73.56,430.63
26.23,70.72,445.28
8.22,40.77,480.38
26.93,72.99,433.18
21.25,67.71,444.98
26.44,71.77,430.12
22.24,69.23,441.9
23.07,49.02,444.22
32.39,74.16,431.17
25.3,49.3,436.62
14.01,42.74,466.15
7.95,37.49,479.78
26.94,65.61,443.9
9.08,40.46,476.81
31.92,69.13,425.19
12.22,40.78,464.12
26.67,59.44,441.29
18.35,57.76,458.41
4.87,42.85,482.22
31.11,74.87,434.3
27.36,66.54,436.69
12.79,44.03,464.35
24.39,60.84,442.72
22.52,67.32,443.49
23.19,42.67,446.95
20.64,49.21,454.2
20.6,44.58,466.2
16.57,43.7,465.78
12.5,41.38,474.4
31.12,68.94,431.92
22.25,60.77,444.05
21.4,59.21,444.15
6.76,37.49,484.85
15.78,43.99,461.07
27.18,61.41,449.7
8.9,41.4,472.95
14.45,39.58,467.62
8.25,41.26,475.17
9.81,44.45,471.32
18.86,51.43,446.91
5.68,40.77,487.58
13.69,40.1,470.76
27.57,70.36,441.86
5.17,39.33,485.46
21.81,65.06,447.13
27.77,62.26,430.19
25.51,73.56,437.07
8.05,38.38,482.17
22.38,63.31,441.3
23.23,64.69,444.01
3.99,39.9,490.91
18.94,47.83,455.19
19.36,68.61,454.5
27.12,70.32,429.08
21.36,45.61,456.85
23.24,45.01,457.01
21.16,78.11,435.71
21.12,49.15,456.92
14.43,39.82,470.17
9.75,43.69,481.34
27.82,52.84,440.31
19.05,44.06,454.28
24.23,56.89,441.29
8.21,38.91,481.32
21.87,69.45,439.97
28.32,77.95,436.97
29.24,69.05,432.56
26.56,56.57,442.74
15.57,44.68,460.91
29.09,70.02,443.27
29.53,77.54,432.89
10.2,41.46,481.46
25.61,67.69,437.78
23.51,63.78,446.58
8.9,39.96,474.49
27.33,68.94,431.96
28.68,73.77,431.66
15.12,52.05,464.78
15.8,53.82,463.09
14.77,39.16,470.39
10.01,43.7,479.24
27.99,71.58,435.99
21.43,63.47,448.17
8.73,41.26,476.42
22.86,47.43,452.53
26.38,49.5,457.81
26.39,71.25,430.34
18.41,49.69,454.97
30.87,67.32,436.96
28.47,67.69,430.67
27.44,58.9,442.19
30.92,59.57,440.96
29.1,73.9,436.56
15.11,42.99,466.25
16.69,50.9,460.75
27.32,66.54,431.33
24.31,44.05,442.69
10.01,41.17,479.4
8.06,39.96,476.03
19.69,56.65,456.18
18.92,46.93,453.66
19.83,46.33,451.22
21.39,58.05,449.76
23.96,47.43,446.86
14.0,43.34,463.99
23.74,62.96,449.48
24.39,63.21,446.4
13.25,34.03,470.46
21.25,66.86,455.72
15.34,43.5,459.77
27.4,77.24,435.74
26.38,69.88,432.25
19.95,50.59,459.27
20.99,50.12,448.07
5.54,41.38,490.07
23.94,63.21,440.15
7.47,40.64,478.08
24.3,69.94,438.92
16.7,46.18,455.93
25.97,43.21,434.83
26.64,69.13,430.41
16.25,58.16,458.31
16.79,44.6,459.48
14.84,42.03,466.2
23.63,71.29,442.65
13.97,53.82,465.24
26.13,47.93,441.28
13.16,43.71,469.06
25.73,66.54,437.07
23.67,68.67,445.32
14.22,40.83,469.75
28.24,71.58,434.01
10.29,41.74,480.62
28.92,72.43,431.5
8.77,40.46,475.0
10.15,43.41,473.43
23.63,60.37,440.74
9.28,41.38,486.18
8.47,42.02,477.67
19.79,44.9,455.59
11.75,35.76,473.01
22.03,59.43,442.9
16.58,38.01,464.03
28.09,63.31,438.6
27.13,69.45,434.47
10.96,45.01,468.64
27.71,72.99,433.01
14.78,54.3,463.75
13.77,41.58,459.75
25.3,59.43,442.5
21.78,68.28,443.24
32.96,73.03,438.93
27.67,59.14,433.37
14.4,42.99,469.34
32.67,67.83,425.75
34.53,73.03,437.03
8.7,39.72,479.03
29.77,67.07,433.89
11.95,41.48,465.41
28.14,43.21,436.53
28.11,66.17,444.2
4.11,38.44,488.05
14.52,40.35,470.8
23.86,66.54,432.17
25.45,74.33,435.12
11.63,41.5,477.3
22.73,43.79,460.2
19.32,52.84,450.88
34.33,74.34,435.76
8.96,40.05,467.24
25.79,75.6,434.65
18.15,41.67,464.44
20.79,50.66,454.78
13.58,49.83,465.82
15.47,46.48,462.58
27.2,78.05,430.55
10.22,38.18,474.07
11.64,40.1,477.2
17.3,58.59,454.88
20.12,56.53,454.54
14.3,41.93,471.32
28.18,73.03,439.74
28.1,61.02,437.5
9.95,43.56,477.88
8.19,40.69,477.76
30.1,66.25,434.99
28.38,72.39,432.02
14.57,39.28,469.27
6.03,40.78,480.36
11.46,38.91,477.5
17.52,44.05,455.72
25.24,71.14,435.09
26.95,70.8,436.8
22.95,63.94,447.13
10.07,44.68,477.52
19.05,59.21,451.0
22.67,60.77,444.43
10.5,52.72,468.01
14.03,44.88,465.51
26.25,52.09,450.53
10.33,43.99,474.17
14.57,41.79,457.21
10.99,43.5,469.34
21.97,58.79,448.8
22.36,58.79,445.76
30.14,67.69,426.91
29.23,72.99,431.0
31.54,67.32,433.02
26.63,62.44,438.25
21.93,60.84,443.89
10.69,36.71,472.81
21.94,56.85,442.63
13.98,44.58,473.01
28.61,69.75,440.53
5.51,35.57,489.36
31.1,71.32,437.54
23.59,58.62,448.09
6.26,41.31,485.57
14.04,44.21,468.64
31.15,67.45,431.97
11.77,41.06,475.88
28.18,64.84,443.65
24.2,60.77,439.13
21.84,45.09,450.88
8.9,41.4,472.95
15.43,38.58,463.44
29.08,66.54,430.16
13.66,41.67,469.17
21.86,58.49,449.9
32.63,74.99,432.79
32.21,71.85,429.15
17.06,52.9,460.82
20.35,67.71,446.42
20.11,57.25,451.95
31.25,69.51,428.77
26.39,71.25,430.34
8.02,40.23,484.22
25.86,59.92,436.06
15.34,71.14,457.1
17.3,58.59,454.88
33.37,71.37,432.67
28.46,69.75,435.75
24.96,60.84,442.36
12.38,43.52,467.55
20.08,62.52,450.98
9.66,41.82,477.67
10.67,40.23,483.9
21.9,57.76,449.95
28.37,63.31,437.64
26.43,58.41,444.74
14.76,49.64,461.16
21.81,43.77,453.13
27.41,69.98,431.64
26.58,62.39,438.66
14.69,53.82,463.52
14.29,39.59,463.04
18.03,53.16,458.04
15.75,36.99,464.38
10.31,39.82,480.61
13.77,47.83,466.07
18.76,44.71,462.18
21.91,63.76,445.04
29.8,64.69,437.85
33.43,69.88,435.59
14.6,53.82,462.86
10.1,41.79,474.09
19.89,51.43,448.98
13.16,54.3,468.4
25.61,52.36,451.42
26.16,70.04,432.56
26.89,56.85,436.44
13.75,40.89,471.42
14.3,41.93,471.32
23.08,64.44,448.61
22.72,62.4,445.22
17.46,39.99,461.01
11.23,43.7,476.04
14.28,43.02,467.83
23.14,51.19,443.87
30.95,71.58,430.47
22.39,48.14,448.58
28.51,74.78,434.43
26.35,59.44,443.73
26.07,71.37,439.25
31.74,79.74,431.72
15.44,39.54,469.28
24.65,63.86,442.89
6.93,41.14,479.06
25.56,58.82,441.0
11.35,38.91,474.22
27.51,73.67,431.97
12.19,40.23,474.91
15.28,43.71,463.44
22.19,58.49,449.4
12.59,40.03,471.63
14.09,44.84,466.12
35.03,68.27,426.22
23.48,72.99,437.1
16.19,36.99,462.94
15.29,44.88,463.32
23.87,60.27,439.86
34.53,73.03,437.03
25.16,43.21,442.29
23.18,72.99,439.12
9.08,42.49,481.46
26.96,72.58,429.03
14.35,40.71,473.56
13.49,44.47,468.46
19.8,52.9,456.64
16.65,56.89,452.52
13.34,41.79,461.12
14.08,41.93,475.15
6.92,39.61,483.83
18.19,66.54,449.22
18.59,41.1,459.72
8.63,39.96,475.79
32.16,76.2,433.29
20.61,65.61,449.72
15.4,38.73,469.18
24.44,69.13,434.34
25.09,65.46,442.99
11.77,40.92,467.31
24.79,75.6,440.05
15.79,49.21,457.7
10.59,38.38,474.94
14.94,42.77,462.67
29.7,57.19,436.29
31.84,71.37,432.04
29.01,70.04,430.26
10.29,41.74,480.62
29.53,71.97,434.96
26.48,66.54,438.87
30.52,70.04,431.14
14.89,39.58,465.95
9.68,38.16,475.51
9.12,41.49,475.69
18.0,52.08,450.85
20.78,58.86,446.2
30.53,73.21,430.2
9.23,37.36,481.08
24.31,66.49,440.79
26.04,72.43,432.94
29.62,73.18,427.22
27.38,69.4,434.47
8.37,40.92,476.02
26.75,60.96,447.93
24.43,60.07,444.71
21.4,59.21,444.15
5.75,42.07,485.23
19.66,42.18,454.46
16.88,39.99,462.83
16.17,46.97,456.08
18.55,41.1,459.97
13.83,38.73,469.81
30.53,73.21,430.2
22.74,61.87,444.59
8.07,41.17,484.54
28.31,50.05,436.75
24.8,50.23,453.56
21.11,65.94,448.77
20.11,51.19,449.03
10.64,41.04,468.88
10.03,43.13,482.16
23.8,48.6,440.89
10.17,40.46,470.33
7.23,41.22,483.31
27.09,73.5,434.31
14.43,44.84,467.45
18.32,66.86,454.46
20.76,59.04,448.92
8.25,43.14,479.95
8.42,37.49,478.87
7.68,38.06,483.8
19.7,52.84,444.64
32.09,70.4,434.64
28.07,70.32,430.29
21.34,48.06,458.13
10.2,41.62,462.87
12.88,40.64,474.58
28.7,49.16,439.45
28.55,69.84,432.7
24.85,70.47,434.47
19.94,44.9,459.47
14.35,39.39,470.53
20.3,62.52,451.86
16.66,36.71,466.07
12.93,39.58,473.09
26.95,70.8,436.8
28.88,54.89,440.99
21.22,59.15,450.96
20.14,46.93,453.99
23.0,63.78,444.62
22.57,63.94,443.58
21.6,62.52,453.28
25.79,65.27,440.04
28.9,60.07,440.62
2.8,39.64,482.66
18.91,59.21,450.24
9.19,41.01,468.37
18.95,46.21,457.58
13.97,39.16,470.96
9.05,36.3,479.43
19.04,68.28,444.54
27.2,65.18,436.99
14.74,44.47,462.92
13.56,49.83,466.33
21.84,59.07,448.61
15.69,37.87,465.41
23.53,72.24,436.69
14.7,40.8,472.85
24.05,64.69,438.36
27.99,66.91,439.74
12.68,45.01,448.69
10.32,41.01,467.81
32.89,66.44,431.54
12.14,44.85,476.68
12.41,45.87,468.14
10.9,40.67,482.4
18.22,39.63,465.78
31.68,74.16,434.61
26.81,56.57,442.94
23.27,64.15,452.26
21.75,67.45,445.1
15.25,43.02,467.23
16.32,43.14,465.38
25.33,73.21,433.43
9.6,41.82,475.01
18.28,45.0,471.42
6.63,39.37,489.16
8.05,40.62,477.2
26.43,75.33,431.79
11.55,42.34,469.13
12.27,41.17,473.84
27.98,71.98,428.44
19.87,49.69,456.03
25.35,66.56,436.51
22.02,46.93,451.92
30.28,74.67,428.27
14.38,40.73,462.98
7.04,41.74,488.99
9.52,40.96,483.59
11.57,44.63,469.64
27.52,66.25,438.51
19.66,42.18,454.46
8.33,38.08,481.89
29.59,70.17,434.85
13.63,40.92,462.4
29.13,62.26,436.37
13.83,44.45,462.6
21.04,45.09,450.92
20.51,68.08,445.96
28.18,77.54,430.55
11.02,41.17,477.62
13.79,40.0,461.16
9.32,36.3,478.55
12.28,42.34,467.03
34.4,77.95,430.87
30.78,73.67,427.15
15.91,44.99,459.73
26.7,70.32,438.46
11.73,37.92,472.51
21.19,74.93,443.29
29.97,69.14,433.82
28.14,61.47,435.35
9.63,40.27,477.38
10.16,41.79,472.75
26.42,59.54,438.5
17.65,59.87,450.93
18.31,50.9,455.5
11.15,40.64,477.79
23.47,59.22,442.13
31.31,64.44,438.14
27.45,59.74,450.46
10.8,40.22,478.21
26.96,69.45,436.69
20.38,62.52,456.56
15.34,41.96,468.33
19.67,44.71,464.99
19.8,58.79,449.66
30.18,68.24,427.38
11.02,40.71,469.31
24.89,66.49,436.39
14.58,41.92,462.69
18.9,57.5,451.42
29.67,66.51,434.8
12.88,44.0,470.31
28.14,65.34,443.11
23.48,51.43,441.78
14.28,43.02,467.83
7.45,39.61,478.89
5.72,40.81,487.8
24.98,71.98,432.06
18.55,52.84,450.23
5.43,39.9,487.84
5.06,40.64,483.73
18.36,62.1,453.5
33.18,72.29,435.26
22.2,51.19,445.54
12.15,38.78,474.15
26.04,71.14,433.78
22.37,41.54,459.06
22.63,57.17,433.54
15.55,40.66,457.53
32.16,66.25,434.5
20.98,60.1,450.95
11.8,41.2,475.19
29.8,64.69,437.85
11.68,40.55,475.13
15.48,47.83,463.67
8.65,40.56,485.87
26.82,69.05,437.42
28.88,66.56,426.66
32.33,69.68,439.79
26.56,52.3,439.25
23.97,62.44,442.46
11.11,40.55,476.37
7.9,40.0,474.5
7.82,41.16,475.66
19.8,57.25,451.75
13.4,40.89,472.36
26.24,49.82,452.41
24.85,71.98,433.64
16.91,43.96,465.86
11.5,40.78,467.74
30.15,70.32,426.8
30.88,69.51,433.14
30.7,67.69,429.58
25.43,60.95,444.65
25.68,70.32,431.32
26.3,51.43,442.28
25.95,59.92,443.93
6.61,38.91,484.32
20.77,56.85,442.85
28.28,61.86,439.65
10.15,41.46,481.31
19.59,66.54,447.16
21.31,58.05,446.76
24.04,60.77,442.25
8.62,39.54,483.03
7.61,39.37,483.74
11.31,42.02,471.26
19.27,65.12,449.42
26.45,69.13,427.5
27.36,58.33,439.14
6.58,40.07,493.72
13.18,40.24,469.35
26.53,60.07,438.54
28.86,73.67,431.15
14.04,40.83,469.75
18.5,51.43,459.42
19.82,63.9,449.61
26.35,64.05,433.63
15.07,50.88,464.37
20.62,48.41,445.4
18.16,39.99,463.69
28.51,76.09,438.28
31.11,69.05,433.19
8.4,38.5,486.5
33.6,74.33,428.62
33.42,68.51,427.66
25.17,64.79,442.15
28.67,69.14,433.79
30.96,71.77,425.66
25.32,60.37,438.5
23.25,72.99,438.51
20.54,69.05,442.86
23.23,60.32,447.09
7.11,40.77,475.55
16.06,47.45,450.62
8.26,40.96,485.73
17.67,43.96,466.31
20.28,62.52,452.45
20.83,70.72,446.48
12.32,41.62,464.72
22.04,59.14,442.45
12.08,41.39,477.8
12.24,44.92,473.26
24.14,41.1,450.13
28.15,70.72,436.19
13.93,39.64,470.84
13.85,41.39,471.45
26.71,68.3,436.66
28.42,73.5,435.59
8.3,36.3,480.58
15.47,43.13,466.63
26.43,51.43,441.01
12.52,42.34,464.71
27.02,71.77,428.1
9.27,36.3,479.66
12.95,41.38,474.46
21.76,47.93,444.77
26.7,66.56,430.21
20.1,59.87,444.71
27.81,66.51,439.48
15.67,45.17,462.09
23.07,70.47,439.04
24.27,63.9,450.26
29.35,68.51,430.22
22.21,48.14,448.33
34.43,68.51,431.39
23.66,77.54,435.38
11.75,71.14,466.56
13.61,42.34,463.89
25.14,60.93,437.4
17.89,40.12,451.79
25.8,65.38,450.5
14.22,44.99,460.53
8.76,41.48,474.3
6.13,39.48,484.12
30.33,68.67,435.53
21.9,47.43,452.13
28.55,74.33,426.48
31.98,73.42,432.2
24.43,61.25,436.05
8.3,36.08,481.6
24.19,68.94,439.52
19.92,38.52,451.16
17.5,42.44,466.78
30.05,56.9,437.55
21.75,45.09,452.84
30.05,56.9,437.55
13.27,52.75,464.82
24.22,62.08,449.11
15.52,42.86,467.12
30.71,71.85,425.16
23.99,50.32,444.23
14.39,44.84,464.15
4.0,39.9,490.68
14.79,38.73,470.28
31.85,73.91,431.26
25.31,61.5,437.03
10.37,39.04,479.35
13.78,40.73,462.59
16.4,38.01,463.79
30.15,72.51,443.72
16.56,42.99,464.62
7.85,37.8,478.68
28.14,76.86,434.68
25.56,70.32,433.72
30.12,69.68,436.34
24.74,63.87,447.02
18.47,62.1,452.51
24.59,60.37,438.09
26.12,68.94,434.11
26.27,58.33,438.82
16.48,48.92,458.67
21.06,67.07,446.44
13.65,41.58,460.8
13.23,42.34,462.21
17.32,41.67,462.74
25.67,74.78,440.48
21.34,51.61,452.0
16.44,44.0,460.33
13.94,42.86,471.64
31.23,68.67,436.58
11.2,42.02,472.27
18.4,43.96,464.63
19.94,56.53,453.8
21.08,63.13,443.51
21.59,61.87,446.58
14.85,39.39,468.84
12.24,40.66,464.7
25.75,71.14,433.64
19.6,59.21,449.23
14.81,40.71,467.66
32.51,73.56,435.23
22.31,61.45,437.05
12.99,42.34,465.98
19.13,68.61,448.69
34.18,67.9,425.5
11.61,40.81,473.08
9.16,42.44,480.98
9.65,41.03,481.68
21.8,51.3,450.25
31.7,76.09,441.36
21.38,58.33,446.8
29.23,75.6,438.92
28.32,77.95,436.97
21.83,63.07,443.1
5.79,45.87,480.97
8.14,36.24,480.25
26.49,61.86,440.21
26.67,59.44,441.29
14.2,45.51,465.35
20.37,52.05,456.11
32.13,74.34,436.3
17.14,58.16,458.61
9.08,40.02,476.69
27.61,49.16,441.18
21.0,70.02,447.29
31.26,70.36,438.15
19.83,63.94,448.03
27.13,59.54,438.32
29.77,69.98,430.65
29.91,74.33,430.26
14.01,45.08,464.79
31.42,69.13,425.98
11.09,42.44,478.37
12.22,41.2,474.96
15.82,43.34,460.4
30.47,70.83,444.39
24.9,58.49,444.19
27.24,71.25,430.94
5.65,40.72,487.09
32.41,67.83,426.85
10.72,41.17,479.21
18.61,63.09,449.81
30.82,76.2,432.22
22.55,69.84,438.54
31.02,70.4,431.37
12.67,48.14,463.68
25.62,60.29,444.94
25.86,76.2,438.75
31.2,68.24,428.67
31.95,70.79,426.37
6.22,38.68,483.55
12.75,39.58,473.46
21.93,62.91,449.17
30.07,70.04,426.35
9.6,37.73,481.03
28.51,74.78,434.43
26.85,73.77,431.24
8.88,36.66,480.2
13.05,34.03,472.69
7.64,41.17,488.53
4.32,35.47,488.03
23.45,66.48,435.13
9.66,41.82,477.67
14.04,40.2,465.25
17.29,42.86,464.27
14.42,44.66,461.34
31.09,59.57,440.08
24.55,58.86,445.8
23.56,73.18,437.92
11.47,43.67,475.72
32.12,69.98,429.86
9.37,42.32,477.57
15.99,49.21,463.47
17.08,38.58,461.49
27.62,63.9,442.89
19.78,62.1,450.43
7.52,41.66,483.28
23.82,63.76,440.52
27.33,51.43,439.12
26.62,72.43,430.22
10.95,43.8,473.2
30.3,73.9,440.79
28.68,61.86,440.57
16.05,38.28,466.75
4.99,41.03,493.16
12.64,41.79,461.46
13.94,44.84,468.06
25.42,69.71,435.59
22.88,71.73,436.36
15.33,37.2,466.81
13.46,41.4,467.4
15.65,54.3,461.69
14.8,44.92,464.01
27.66,76.86,436.64
15.5,40.12,460.41
29.12,74.87,435.51
30.85,70.94,431.77
20.71,58.79,444.39
22.41,66.56,435.75
29.65,71.25,430.88
16.47,38.01,461.54
29.25,78.87,430.49
14.08,39.31,464.16
6.45,40.02,481.36
12.0,41.17,474.4
18.51,50.9,459.11
27.39,69.14,435.22
28.25,71.77,429.39
23.06,63.9,447.36
22.95,70.98,438.83
25.34,49.5,457.12
11.73,40.64,477.06
18.37,58.96,460.25
25.11,67.32,441.93
23.14,58.18,444.51
12.65,44.34,468.8
17.98,60.1,452.57
21.47,65.61,447.42
29.62,70.02,439.35
25.15,66.49,436.0
24.26,69.51,442.56
24.29,63.57,443.28
17.51,58.86,453.2
16.25,58.16,458.31
22.65,68.67,447.01
16.0,44.9,461.5
8.53,38.18,480.86
25.58,64.45,447.16
16.29,50.88,456.28
24.84,59.22,442.7
7.29,40.96,488.65
22.25,66.54,437.19
20.91,59.14,442.67
27.35,77.95,437.61
23.85,72.43,439.02
12.07,38.25,470.36
26.55,69.45,435.64
18.26,69.94,443.59
25.42,68.08,433.82
18.89,63.09,450.0
27.06,72.58,429.18
22.78,58.59,445.45
18.34,50.59,457.17
23.43,60.32,446.88
7.67,41.66,485.03
19.69,56.65,455.32
9.03,37.14,478.95
14.91,39.28,469.34
16.29,53.82,459.95
11.89,40.64,476.99
20.32,49.16,443.59
22.94,61.5,445.31
22.04,58.05,447.28
29.52,75.33,433.39
27.38,77.24,435.81
7.39,39.85,487.84
5.24,38.68,486.67
8.8,41.26,479.74
13.18,40.83,472.36
28.1,61.02,437.5
29.65,74.9,433.32
11.28,42.44,473.36
9.2,39.82,482.89
21.05,61.87,449.05
24.42,63.31,438.39
11.57,39.72,474.72
24.05,67.83,442.53
13.56,42.34,462.6
8.27,35.76,480.8
10.07,40.92,467.01
15.28,48.14,460.75
14.66,40.73,459.23
25.1,74.87,439.93
19.36,39.54,458.75
4.7,39.9,487.78
26.13,71.25,430.6
15.81,58.59,456.91
17.34,44.78,454.97
26.87,74.99,437.78
18.66,56.53,459.45
34.29,68.51,427.62
13.61,40.71,475.23
22.52,67.32,443.49
18.83,48.98,453.28
30.26,72.58,425.71
15.65,54.3,461.69
26.04,68.08,430.32
17.36,39.53,456.57
32.48,62.04,446.48
29.5,72.86,439.43
21.59,66.54,441.71
15.48,47.83,463.67
22.12,69.71,434.42
15.61,41.2,467.81
8.6,40.77,480.82
20.54,61.27,451.95
25.91,58.98,442.65
23.05,65.94,442.39
24.62,72.24,432.13
14.67,71.14,458.8
13.17,38.91,470.63
26.02,59.57,446.5
24.39,60.84,442.72
13.35,41.16,474.57
26.53,65.18,437.39
34.76,68.94,427.42
15.5,40.12,460.41
7.49,36.08,483.26
19.97,50.78,446.57
10.66,37.5,472.86
14.48,40.83,469.64
26.34,69.45,438.5
29.25,69.98,430.45
28.11,66.17,444.2
10.06,34.69,477.68
31.67,69.68,439.72
12.84,40.8,475.59
10.59,38.38,474.94
29.05,71.85,428.39
11.67,44.6,467.96
31.92,68.3,430.07
23.37,63.77,443.86
13.49,44.63,471.08
18.27,50.16,451.76
14.41,43.13,467.46
9.16,42.44,480.98
28.12,58.33,448.72
19.68,51.19,452.04
29.52,75.33,433.39
23.16,69.94,438.48
28.26,69.23,436.31
20.56,64.45,458.97
13.67,38.53,470.39
10.05,40.71,471.68
10.37,40.03,477.91
24.78,66.49,436.62
26.12,49.02,438.52
19.89,68.08,448.71
12.55,39.58,472.31
31.92,75.33,436.38
15.81,54.3,461.63
25.09,58.95,443.26
17.99,50.16,451.38
7.93,42.28,484.75
26.73,77.95,434.76
25.77,58.59,449.65
21.9,63.13,447.4
23.95,58.79,448.32
23.83,49.21,446.23
18.75,41.1,458.31
13.72,54.3,467.05
27.17,61.25,435.9
11.02,43.02,478.81
12.38,45.51,470.46
26.45,74.33,433.16
7.91,37.8,483.49
27.56,66.93,444.1
27.7,72.24,434.56
6.64,35.19,484.03
29.0,75.33,432.65
19.1,43.79,462.28
12.41,41.44,472.06
31.54,77.24,430.07
14.72,39.0,464.93
14.59,35.71,469.32
23.07,50.05,442.97
21.61,49.39,449.26
24.33,77.54,435.38
13.45,41.16,460.57
21.94,62.52,449.87
18.96,50.16,451.2
11.97,41.04,468.81
13.97,41.16,459.84
15.09,40.89,466.47
21.7,64.44,448.51
4.86,39.4,488.63
7.79,41.01,477.0
17.85,53.16,456.49
15.45,46.63,464.37
8.9,39.96,474.49
22.58,52.3,445.6
20.24,56.53,455.25
25.56,60.32,445.01
28.5,64.84,441.74
24.17,59.44,447.13
6.91,36.08,486.37
17.58,39.63,467.33
13.79,40.0,461.16
31.24,74.22,430.44
22.5,58.79,443.35
28.07,74.33,428.87
13.53,42.86,471.73
18.34,44.63,455.22
28.12,44.89,441.13
15.96,41.66,466.39
27.71,70.32,432.59
10.28,39.61,478.34
7.49,36.08,483.26
21.7,70.32,438.52
26.17,48.92,440.09
25.71,66.05,444.35
20.19,44.57,454.36
21.06,50.59,454.15
24.92,73.68,438.23
29.15,73.42,432.26
12.25,44.85,470.92
13.44,39.64,474.79
21.53,70.02,440.93
23.25,71.29,442.21
18.5,41.85,466.8
30.24,67.32,437.18
24.49,65.61,447.26
24.82,71.94,438.69
26.45,64.27,444.9
17.0,49.78,453.77
20.71,46.63,453.05
25.0,69.71,438.38
32.72,69.75,437.99
20.9,67.07,443.46
6.44,39.33,490.57
21.6,62.52,453.28
23.73,59.15,444.07
30.94,64.44,439.84
19.59,59.87,449.74
27.47,63.78,446.69
21.16,45.38,458.63
24.77,48.92,448.25
25.41,69.14,436.59
22.3,74.87,442.78
30.71,68.27,428.27
26.68,49.02,441.54
14.04,48.79,464.09
16.5,53.29,458.37
31.12,69.13,429.41
17.96,47.83,454.59
29.03,67.79,445.03
16.13,43.48,459.47
8.83,41.14,474.51
29.91,76.86,432.6
20.15,58.59,443.85
31.03,74.33,429.35
21.83,63.07,443.1
4.65,35.19,489.36
16.72,53.82,458.25
25.26,74.33,433.49
9.15,39.61,474.88
25.89,48.41,440.92
13.49,43.41,461.06
17.97,65.94,448.88
28.9,71.94,427.41
11.2,37.5,472.2
27.08,66.05,439.47
7.47,40.64,478.08
23.34,59.44,445.24
31.07,73.5,432.06
24.15,71.73,436.55
32.8,68.67,432.28
16.0,42.86,467.5
19.8,51.19,446.66
11.65,41.54,476.4
10.42,44.85,479.03
12.05,49.83,454.18
18.52,58.41,446.68
24.4,60.32,447.73
14.0,41.78,465.62
31.67,69.68,439.72
24.6,49.3,439.46
12.41,37.92,470.49
31.53,74.99,432.34
30.01,73.18,429.84
25.28,70.32,431.43
30.69,74.16,435.17
27.25,69.98,431.44
6.76,39.22,487.08
16.85,41.35,463.37
26.02,70.79,428.72
13.27,40.27,473.88
8.42,40.64,476.29
20.02,67.32,445.31
11.49,44.63,471.08
27.56,63.9,442.43
26.96,73.68,429.48
6.1,39.33,491.37
18.59,43.14,464.48
22.07,69.94,440.09
29.17,67.45,435.08
14.48,44.06,467.46
10.5,40.8,482.85
8.53,40.77,481.03
30.64,74.87,437.43
16.37,39.99,464.69
33.17,70.4,430.14
25.96,60.32,443.44
15.82,44.88,461.9
26.88,69.51,436.3
12.43,40.27,470.92
19.5,52.72,457.26
22.46,58.33,445.9
13.18,37.91,469.63
13.52,41.44,472.11
11.02,40.0,468.09
13.55,42.99,470.82
13.2,45.01,466.71
20.37,54.9,453.94
22.9,49.3,441.77
21.97,69.23,443.85
29.5,71.14,430.85
24.01,65.46,443.81
7.55,42.85,484.93
24.4,60.37,440.64
32.06,71.85,426.07
9.65,41.03,481.68
